,Original Name,Search Names,6p_Total,6p_def_Total,3p_Total,Name Count,Family Size 1,Family Size 2,Location 1,Location 2,Match Reason 1,Match Reason 2,Match Status 1,Match Status 2,Slavecount 1,Slavecount 2,url 1,url 2
439,{'Robert Troup'},['Robert Troup'],0.0,0.0,1112.0,1,16,,"New York City North Ward, New York, New York",,Full Match,,Match,,8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Troup&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
440,{'Samuel Wullys Pumray'},['Samuel Wullys Pumray'],0.0,0.0,1106.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel Wullys_Pumray&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
441,{'Solomon Townsend'},['Solomon Townsend'],0.0,0.0,1106.0,1,10,,"New York City East Ward, New York, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Solomon_Townsend&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
442,{'J H Livingston'},['J H Livingston'],0.0,0.0,1089.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=J H_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
443,{'Elizabeth Graham'},['Elizabeth Graham'],0.0,0.0,1087.0,1,4,,"New York City Dock Ward, New York, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elizabeth_Graham&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
444,{'Robert Elaer'},['Robert Elaer'],0.0,0.0,1079.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Elaer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
445,{'Thomas Bibby'},['Thomas Bibby'],0.0,0.0,1077.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Bibby&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
446,{'Israel Canfield'},['Israel Canfield'],0.0,0.0,1074.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Israel_Canfield&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
447,{'Isaac Riley'},['Isaac Riley'],0.0,0.0,1073.0,1,5,,"New Paltz, Ulster, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Riley&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
448,{'Zacharias Hoffman'},['Zacharias Hoffman'],0.0,0.0,1066.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Zacharias_Hoffman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
449,{'Jn F Grenus'},['Jn F Grenus'],0.0,0.0,1063.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jn F_Grenus&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
450,{'Jacques de Volder'},['Jacques de Volder'],0.0,0.0,1060.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacques de_Volder&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
451,{'Stephen Lush'},['Stephen Lush'],0.0,0.0,1058.0,1,9,,"Albany Ward 3, Albany, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Lush&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
452,{'Adam Gilchrist'},['Adam Gilchrist'],0.0,0.0,1055.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Adam_Gilchrist&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
453,{'Leonard D Nicoll'},['Leonard D Nicoll'],0.0,0.0,1054.0,1,3,,"New Windsor, Ulster, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Leonard D_Nicoll&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
454,{'John Glover'},['John Glover'],0.0,0.0,1052.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Glover&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
455,{'Lewis Pintard'},['Lewis Pintard'],0.0,0.0,1052.0,1,6,,"New Rochelle, Westchester, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lewis_Pintard&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
456,{'Peter F Curtenius'},['Peter F Curtenius'],0.0,0.0,1040.0,1,10,,"New York City East Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter F_Curtenius&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
457,{'James Davenport'},['James Davenport'],0.0,0.0,1039.0,1,,, Ulster,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Davenport&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
458,{'Loomis and Tillinghast'},['Loomis and Tillinghast'],0.0,0.0,1036.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Loomis and_Tillinghast&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
459,{'Samuel P Lloyd'},['Samuel P Lloyd'],0.0,0.0,1032.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel P_Lloyd&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
460,{'Thomas Mullett'},['Thomas Mullett'],0.0,0.0,1032.0,1,6,,"New York City West Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Mullett&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
461,{'Hezekiah Sanford'},['Hezekiah Sanford'],0.0,0.0,1029.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hezekiah_Sanford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
462,{'Samuel Tudor'},['Samuel Tudor'],0.0,0.0,1028.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Tudor&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
463,{'Peter Curtenius'},['Peter Curtenius'],0.0,0.0,1024.0,1,10,,"New York City East Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Curtenius&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
464,{'Cornelius Wendell'},['Cornelius Wendell'],0.0,0.0,1023.0,1,7,,"Albany Ward 3, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius_Wendell&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
465,{'James J Roosevelt'},['James J Roosevelt'],0.0,0.0,1016.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James J_Roosevelt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
466,{'Robert Livingston'},['Robert Livingston'],0.0,0.0,1010.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
467,{'Hay Steveson'},['Hay Steveson'],0.0,0.0,1008.0,1,9,,"New York City East Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hay_Steveson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
468,{'Michael and Thomas Bull'},['Michael Bull' 'Thomas Bull'],0.0,0.0,1001.0,2,,9,,"Wallkill, Ulster, New York",No Match Found,Full Match,No Match,Match,,2,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Bull&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Bull&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
469,{'Nicholas Olive'},['Nicholas Olive'],0.0,0.0,1001.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Olive&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
470,{'Peter V B  Livingston'},['Peter V B  Livingston'],0.0,0.0,996.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter V B _Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
471,{'Simon Remsen'},['Simon Remsen'],0.0,0.0,983.0,1,22,,"Newtown, Queens, New York",,Full Match,,Match,,13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon_Remsen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
472,{'Daniel McCormick'},['Daniel McCormick'],0.0,0.0,977.0,1,7,,"New York City East Ward, New York, New York",,Full Match,,Match,,4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel_McCormick&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
473,{'Patrick Kennan'},['Patrick Kennan'],0.0,0.0,967.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Patrick_Kennan&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
474,{'John G Leake'},['John G Leake'],0.0,0.0,958.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John G_Leake&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
475,{'Peter Taulman'},['Peter Taulman'],0.0,0.0,949.0,1,4,,"Orange, Orange, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Taulman&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
476,{'William Shephard'},['William Shephard'],0.0,0.0,949.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Shephard&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
477,{'Robert Watts'},['Robert Watts'],0.0,0.0,939.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Watts&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
478,{'John Fondey'},['John Fondey'],0.0,0.0,934.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Fondey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
479,{'John Rathbun'},['John Rathbun'],0.0,0.0,932.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Rathbun&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
480,{'James Post'},['James Post'],0.0,0.0,926.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Post&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
481,{'John Motley'},['John Motley'],0.0,0.0,915.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Motley&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
482,{'Jean L Rilliel'},['Jean L Rilliel'],0.0,0.0,912.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jean L_Rilliel&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
483,{'Jaffray Smith'},['Jaffray Smith'],0.0,0.0,903.0,1,10,,"Smithtown, Suffolk, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jaffray_Smith&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
484,{'Gerardus Beekman'},['Gerardus Beekman'],0.0,0.0,900.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerardus_Beekman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
485,{'Jacob Helmolt'},['Jacob Helmolt'],0.0,0.0,900.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Helmolt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
486,{'Willelmina C Durand'},['Willelmina C Durand'],0.0,0.0,900.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Willelmina C_Durand&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
487,{'Arch Gracie'},['Arch Gracie'],0.0,0.0,898.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Arch_Gracie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
488,{'Lucas Elmondorph'},['Lucas Elmondorph'],0.0,0.0,895.0,1,11,,"Hurley, Ulster, New York",,Full Match,,Match,,9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lucas_Elmondorph&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
489,{'Theodosius Fowler'},['Theodosius Fowler'],0.0,0.0,895.0,1,8,,"New York City East Ward, New York, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theodosius_Fowler&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
490,{'Isaac and Henry Truax'},['Henry Truax' 'Isaac Truax'],0.0,0.0,884.0,2,2,,"Albany Ward 3, Albany, New York", Albany,Full Match,Only Location Found,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Truax&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Truax&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
491,{'William Radclift'},['William Radclift'],0.0,0.0,883.0,1,10,,"Rhinebeck, Dutchess, New York",,Full Match,,Match,,3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Radclift&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
492,{'Nathaniel Leonard'},['Nathaniel Leonard'],0.0,0.0,873.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Leonard&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
493,{'Peter Gansevoort'},['Peter Gansevoort'],0.0,0.0,869.0,1,8,,"Albany Ward 3, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Gansevoort&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
494,{'Johannis Jansen'},['Johannis Jansen'],0.0,0.0,855.0,1,,, Ulster,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Johannis_Jansen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
495,{'Samuel Gale'},['Samuel Gale'],0.0,0.0,848.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Gale&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
496,{'Marrity Magaw'},['Marrity Magaw'],0.0,0.0,846.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Marrity_Magaw&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
497,"{""John D'Mercier""}","[""John D'Mercier""]",0.0,0.0,844.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_D'Mercier&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
498,{'Moses Scott'},['Moses Scott'],0.0,0.0,844.0,1,6,,"Half Moon, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Moses_Scott&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
499,{'Theophilact Bache'},['Theophilact Bache'],0.0,0.0,840.0,1,12,,"New York City East Ward, New York, New York",,Full Match,,Match,,4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theophilact_Bache&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
500,{'Thomas Ellison'},['Thomas Ellison'],0.0,0.0,836.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Ellison&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
501,{'Elizabeth Richards'},['Elizabeth Richards'],0.0,0.0,826.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elizabeth_Richards&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
502,{'Jacob J Pruyn'},['Jacob J Pruyn'],0.0,0.0,816.0,1,,, Albany,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob J_Pruyn&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
503,{'Haydock and March'},['Haydock and March'],0.0,0.0,811.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Haydock and_March&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
504,{'John C Wynkoop'},['John C Wynkoop'],0.0,0.0,809.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John C_Wynkoop&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
505,{'James Cockroft'},['James Cockroft'],0.0,0.0,794.0,1,4,,"New York City East Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Cockroft&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
506,{'Margaret Barclay'},['Margaret Barclay'],0.0,0.0,792.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Barclay&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
507,{'Benjamin Tallmadge'},['Benjamin Tallmadge'],0.0,0.0,788.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Tallmadge&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
508,{'Cornelius Vanderbergh'},['Cornelius Vanderbergh'],0.0,0.0,786.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=_Cornelius Vanderbergh&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
509,{'Catherine Remsen'},['Catherine Remsen'],0.0,0.0,778.0,1,8,,"New York City South Ward, New York, New York",,Full Match,,Match,,4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Remsen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
510,{'John Banks'},['John Banks'],0.0,0.0,775.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Banks&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
511,{'Cary Judah'},['Cary Judah'],0.0,0.0,761.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cary_Judah&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
512,{'Luther Halsey'},['Luther Halsey'],0.0,0.0,755.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Luther_Halsey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
513,{'Ephraim Hart and Co'},['Ephraim Hart'],0.0,0.0,751.0,1,7,,"New York City South Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ephraim_Hart&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
514,{'John Speyer'},['John Speyer'],0.0,0.0,735.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Speyer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
515,{'Elizabeth Judah'},['Elizabeth Judah'],0.0,0.0,733.0,1,7,,"New York City South Ward, New York, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elizabeth_Judah&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
516,{'George Ludlow'},['George Ludlow'],0.0,0.0,726.0,1,8,,"New York City East Ward, New York, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Ludlow&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
517,{'Antoince Rease Charles de la Forest'},['Antoince Rease Charles de la Forest'],0.0,0.0,720.0,1,6,,"Rensselaerwick, Albany, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Antoince Rease Charles de la_Forest&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
518,{'Elias Pelletreau'},['Elias Pelletreau'],0.0,0.0,714.0,1,,, Suffolk,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elias_Pelletreau&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
519,{'Ozias Marven'},['Ozias Marven'],0.0,0.0,713.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ozias_Marven&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
520,{'Isaac Heyer and Co'},['Isaac Heyer'],0.0,0.0,710.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Heyer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
521,{'John Coxe'},['John Coxe'],0.0,0.0,708.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Coxe&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
522,{'Uriah Rogers'},['Uriah Rogers'],0.0,0.0,707.0,1,11,,"South Hampton, Suffolk, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Uriah_Rogers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
523,{'Elisha Boudinot'},['Elisha Boudinot'],0.0,0.0,701.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elisha_Boudinot&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
524,{'Philip H Livingston'},['Philip H Livingston'],0.0,0.0,696.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip H_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
525,{'Silas Pepoon'},['Silas Pepoon'],0.0,0.0,693.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Silas_Pepoon&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
526,{'Michael Brooks'},['Michael Brooks'],0.0,0.0,688.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Brooks&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
527,{'Forman Mount'},['Forman Mount'],0.0,0.0,680.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Forman_Mount&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
528,{'James Clinton'},['James Clinton'],0.0,0.0,675.0,1,22,,"New Windsor, Ulster, New York",,Full Match,,Match,,13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Clinton&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
529,{'Smith Weed'},['Smith Weed'],0.0,0.0,670.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Smith_Weed&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
530,{'Allada VanVeghter'},['Allada VanVeghter'],0.0,0.0,665.0,1,,, Albany,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=_Allada VanVeghter&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
531,{'Simeon Dewitt'},['Simeon Dewitt'],0.0,0.0,663.0,1,5,,"Albany Ward 1, Albany, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simeon_Dewitt&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
532,{'Isaac Davenport'},['Isaac Davenport'],0.0,0.0,660.0,1,7,,"Phillipstown, Dutchess, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Davenport&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
