,Original Name,Search Names,6p_Total,6p_def_Total,3p_Total,Name Count,Family Size 1,Family Size 2,Location 1,Location 2,Match Reason 1,Match Reason 2,Match Status 1,Match Status 2,Slavecount 1,Slavecount 2,url 1,url 2
533,{'Joseph Bindon'},['Joseph Bindon'],0.0,0.0,660.0,1,7,,"New York City North Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Bindon&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
534,{'Cornelius VamVeghter'},['Cornelius VamVeghter'],0.0,0.0,659.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius_VamVeghter&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
535,{'William Bowne'},['William Bowne'],0.0,0.0,656.0,1,4,,"Caughnawaga, Montgomery, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Bowne&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
536,{'John Fell'},['John Fell'],0.0,0.0,654.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Fell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
537,{'Platt Carll'},['Platt Carll'],0.0,0.0,652.0,1,12,,"Huntington, Suffolk, New York",,Full Match,,Match,,6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Platt_Carll&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
538,{'Thomas Gardner'},['Thomas Gardner'],0.0,0.0,649.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Gardner&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
539,{'Nicholas Cooke and Co'},['Nicholas Cooke'],0.0,0.0,648.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Cooke&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
540,{'Susannah Richardson'},['Susannah Richardson'],0.0,0.0,640.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Susannah_Richardson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
541,{'William Leffingwell'},['William Leffingwell'],0.0,0.0,635.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Leffingwell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
542,{'Matthew Trotter'},['Matthew Trotter'],0.0,0.0,630.0,1,5,,"Albany Ward 1, Albany, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew_Trotter&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
543,{'Robert Bowne'},['Robert Bowne'],0.0,0.0,626.0,1,13,,"New York City Montgomery Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Bowne&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
544,{'Franklin Robins and Co'},['Franklin Robins'],0.0,0.0,625.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Franklin_Robins&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
545,{'James Walker'},['James Walker'],0.0,0.0,616.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Walker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
546,{'Thomas Bolton'},['Thomas Bolton'],0.0,0.0,615.0,1,3,,"New Rochelle, Westchester, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Bolton&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
547,{'Catherine and Rachel Dow'},['Catherine Dow' 'Rachel Dow'],0.0,0.0,612.0,2,,, Albany,,Only Location Found,No Match Found,Match,No Match,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Dow&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rachel_Dow&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
548,{'Mary McEwen'},['Mary McEwen'],0.0,0.0,612.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_McEwen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
549,{'John J Holmes'},['John J Holmes'],0.0,0.0,607.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John J_Holmes&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
550,{'James Bigelow'},['James Bigelow'],0.0,0.0,604.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Bigelow&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
551,{'Robert Robinson'},['Robert Robinson'],0.0,0.0,604.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Robinson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
552,{'Johannis J Lansing'},['Johannis J Lansing'],0.0,0.0,602.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Johannis J_Lansing&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
553,{'John Crawford'},['John Crawford'],0.0,0.0,598.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Crawford&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
554,{'Mathias Williamson'},['Mathias Williamson'],0.0,0.0,596.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mathias_Williamson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
555,{'David Gelston'},['David Gelston'],0.0,0.0,594.0,1,8,,"New York City East Ward, New York, New York",,Full Match,,Match,,3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Gelston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
556,{'John Stites'},['John Stites'],0.0,0.0,593.0,1,2,,"New York City South Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Stites&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
557,{'John and Baron Van Alen'},['John Van Alen'],0.0,0.0,589.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Van Alen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
558,{'Samuel Jones'},['Samuel Jones'],0.0,0.0,589.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Jones&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
559,{'Cary Headley'},['Cary Headley'],0.0,0.0,586.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cary_Headley&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
560,{'Mary Nichols'},['Mary Nichols'],0.0,0.0,585.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Nichols&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
561,{'Manasseh Salter'},['Manasseh Salter'],0.0,0.0,575.0,1,12,,"New York City West Ward, New York, New York",,Full Match,,Match,,4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Manasseh_Salter&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
562,{'Elias Bayley Dayton'},['Elias Bayley Dayton'],0.0,0.0,571.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elias Bayley_Dayton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
563,{'Lynd Catline'},['Lynd Catline'],0.0,0.0,566.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lynd_Catline&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
564,{'Nicholas Low and H and S Johnson and Co'},['Nicholas Low'],0.0,0.0,557.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Low&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
565,{'Cournradt Ten Eyck'},['Cournradt Ten Eyck'],0.0,0.0,556.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cournradt Ten_Eyck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
566,{'Timothy Phelps'},['Timothy Phelps'],0.0,0.0,555.0,1,11,,"Cambridge, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Timothy_Phelps&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
567,{'John Vanderspeigle'},['John Vanderspeigle'],0.0,0.0,554.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=_John Vanderspeigle&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
568,{'Arant Van Schaack'},['Arant Van Schaack'],0.0,0.0,552.0,1,17,,"Coxsackie, Albany, New York",,Full Match,,Match,,7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Arant_Van Schaack&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
569,{'William Applegate'},['William Applegate'],0.0,0.0,549.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Applegate&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
570,{'Francis Van Dike'},['Francis Van Dike'],0.0,0.0,547.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Van Dike&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
571,{'James Jay'},['James Jay'],0.0,0.0,545.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Jay&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
572,{'Thaddeus Weed'},['Thaddeus Weed'],0.0,0.0,542.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thaddeus_Weed&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
573,{'Phineas Carman'},['Phineas Carman'],0.0,0.0,541.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Phineas_Carman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
574,{'William Malcolm'},['William Malcolm'],0.0,0.0,541.0,1,16,,"New York City Montgomery Ward, New York, New York",,Full Match,,Match,,4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Malcolm&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
575,{'Jacobus Swartwort'},['Jacobus Swartwort'],0.0,0.0,534.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacobus_Swartwort&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
576,{'Joseph Sterlitz'},['Joseph Sterlitz'],0.0,0.0,530.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Sterlitz&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
577,{'Peter J Vosburgh'},['Peter J Vosburgh'],0.0,0.0,530.0,1,5,,"Kinderhook, Columbia, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter J_Vosburgh&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
578,{'Richard Anderson'},['Richard Anderson'],0.0,0.0,530.0,1,,, New York,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Anderson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
579,{'Margaret Low'},['Margaret Low'],0.0,0.0,529.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Low&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
580,{'Bowlett and Cork'},['Bowlett rk'],0.0,0.0,528.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Bowlett_rk&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
581,{'James Thomas'},['James Thomas'],0.0,0.0,525.0,1,7,,"New York City Montgomery Ward, New York, New York",,Full Match,,Match,,1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Thomas&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
582,{'Garret Hopper'},['Garret Hopper'],0.0,0.0,524.0,1,3,,"New York City West Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Garret_Hopper&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
583,{'Jacob Morrell'},['Jacob Morrell'],0.0,0.0,522.0,1,5,,"Newtown, Queens, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Morrell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
584,{'John Carll'},['John Carll'],0.0,0.0,515.0,1,5,,"Huntington, Suffolk, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Carll&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
585,{'Alexander and Michael Mowatt'},['Michael Mowatt' 'Alexander Mowatt'],0.0,0.0,511.0,2,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Mowatt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Mowatt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
586,{'James Manning'},['James Manning'],0.0,0.0,507.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Manning&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
587,{'Kilian K Van Rensselaer'},['Kilian K Van Rensselaer'],0.0,0.0,506.0,1,5,,"Claverack, Columbia, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Kilian K_Van Rensselaer&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
588,{'Anthony Ten Eyck'},['Anthony Ten Eyck'],0.0,0.0,505.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Anthony Ten_Eyck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
589,{'David Mumford'},['David Mumford'],0.0,0.0,504.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Mumford&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
590,{'Jacob C Schermerhorn'},['Jacob C Schermerhorn'],0.0,0.0,500.0,1,24,,"Rensselaerwick, Albany, New York",,Full Match,,Match,,11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob C_Schermerhorn&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
591,{'John Johnson'},['John Johnson'],0.0,0.0,500.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Johnson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
592,{'Catherine Branford'},['Catherine Branford'],0.0,0.0,498.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Branford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
593,{'Seth Warner'},['Seth Warner'],0.0,0.0,486.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Seth_Warner&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
594,{'James A Welles'},['James A Welles'],0.0,0.0,484.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James A_Welles&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
595,{'Jeremiah Rogers'},['Jeremiah Rogers'],0.0,0.0,483.0,1,,, Suffolk,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah_Rogers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
596,{'Eleazer Miller'},['Eleazer Miller'],0.0,0.0,480.0,1,7,,"New York City East Ward, New York, New York",,Full Match,,Match,,4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Eleazer_Miller&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
597,{'Tobias Van Zand'},['Tobias Van Zand'],0.0,0.0,480.0,1,11,,"New York City Montgomery Ward, New York, New York",,Full Match,,Match,,2,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Tobias_Van Zand&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
598,{'William Nicholas Vrugt'},['William Nicholas Vrugt'],0.0,0.0,480.0,1,,,,,No Match Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William Nicholas_Vrugt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
599,{'Michael Connolly'},['Michael Connolly'],0.0,0.0,479.0,1,12,,"Northeast, Dutchess, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Connolly&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
600,{'Abraham J Van Alstyne'},['Abraham J Van Alstyne'],0.0,0.0,474.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham J_Van Alstyne&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
601,{'Stephen Lockwood'},['Stephen Lockwood'],0.0,0.0,470.0,1,7,,"Beekman, Dutchess, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Lockwood&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
602,{'Albartus Van Loon'},['Albartus Van Loon'],0.0,0.0,469.0,1,,, Albany,,Only Location Found,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Albartus_Van Loon&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
603,{'Matthew Van Bunschoten'},['Matthew Van Bunschoten'],0.0,0.0,468.0,1,18,,"Fishkill, Dutchess, New York",,Full Match,,Match,,12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew_Van Bunschoten&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
604,{'William Stuart'},['William Stuart'],0.0,0.0,468.0,1,8,,"New York City West Ward, New York, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Stuart&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
605,{'Elihu P Smyth'},['Elihu P Smyth'],0.0,0.0,466.0,1,,,,,Too Many Potential Matches Found,,No Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elihu P_Smyth&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
606,{'Isaac de Graaf'},['Isaac de Graaf'],0.0,0.0,463.0,1,3,,"Half Moon, Albany, New York",,Full Match,,Match,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac de_Graaf&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,
607,{'Gulian Verplanck'},['Gulian Verplanck'],0.0,0.0,462.0,1,16,,"New York City Dock Ward, New York, New York",,Full Match,,Match,,5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gulian_Verplanck&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,
