,Delegates,Loan Matches,Scores,state
1740,Thomas Goodman,Thomas Goodman,100.0,3.0
1746,Simon Cotton,Simon Cotton,100.0,3.0
1752,Ichabod Warner,Ichabod Warner,100.0,3.0
1758,Samuel Whiting,Samuel Whiting,100.0,2.0
1764,David Todd,David Todd,100.0,6.0
1770,Isaac Foot,Isaac Foot,100.0,3.0
1776,Henry Hollingsworth,Henry Hollingsworth,100.0,6.0
1782,Isaac Roosevelt,Isaac Roosevelt,100.0,4.0
1788,Joshua Dunlap,Joshua Dunlap,100.0,3.0
1794,Joseph Richardson,Joseph Richardson,100.0,2.0
1795,Joseph Richardson,Joseph Richardson,100.0,8.0
1800,Richard Potts,Richard Potts,100.0,8.0
1806,Thomas Johnson,Thomas Johnson,100.0,1.0
1807,Thomas Johnson,Thomas Johnson,100.0,4.0
1808,Thomas Johnson,Thomas Johnson,100.0,6.0
1809,Thomas Johnson,Thomas Johnson,100.0,8.0
1812,John Done,John Done,100.0,8.0
1818,Elisha Mills,Elisha Mills,100.0,3.0
1824,William Morris,William Morris,100.0,7.0
1825,William Morris,William Morris,100.0,9.0
1830,James Martin,James Martin,100.0,1.0
1831,James Martin,James Martin,100.0,3.0
1836,John Coulter,John Coulter,100.0,8.0
1842,William Richardson,William Richardson,100.0,8.0
1848,Benjamin Hall,Benjamin Hall,100.0,8.0
1854,William Paca,William Paca,100.0,6.0
1855,William Paca,William Paca,100.0,8.0
1860,Abraham Faw,Abraham Faw,100.0,8.0
1866,John Stewart,John Stewart,100.0,6.0
1867,John Stewart,John Stewart,100.0,8.0
1872,Eliphalet Dyer,Eliphalet Dyer,100.0,3.0
1878,John Parnham,John Parnham,100.0,8.0
1884,Simeon Smith,Simeon Smith,100.0,3.0
1890,William Williams,William Williams,100.0,2.0
1891,William Williams,William Williams,100.0,3.0
1892,William Williams,William Williams,100.0,5.0
1893,William Williams,William Williams,100.0,6.0
1896,Jonathan Sturges,Jonathan Sturges,100.0,3.0
1902,Thomas Cooper,Thomas Cooper,100.0,5.0
1908,John Laws,John Laws,100.0,8.0
1914,Gabriel Jones,Gabriel Jones,100.0,6.0
1915,Gabriel Jones,Gabriel Jones,100.0,9.0
1920,Anthony Ten Eyck,Anthony Ten Eyck,100.0,4.0
1926,Robert Hoops,Robert Hoops,100.0,6.0
1932,James Montgomery,James Montgomery,100.0,6.0
1938,Richard Cary,Richard Cary,100.0,2.0
1939,Richard Cary,Richard Cary,100.0,6.0
1944,John Ingram,John Ingram,100.0,9.0
1950,John Hartwell Cocke,John Hartwell Cocke,100.0,9.0
1956,John Jones,John Jones,100.0,2.0
1957,John Jones,John Jones,100.0,4.0
1958,John Jones,John Jones,100.0,6.0
1959,John Jones,John Jones,100.0,7.0
1960,John Jones,John Jones,100.0,8.0
1961,John Jones,John Jones,100.0,9.0
1962,William Moore,William Moore,100.0,1.0
1963,William Moore,William Moore,100.0,6.0
1964,William Moore,William Moore,100.0,7.0
1965,William Moore,William Moore,100.0,8.0
1968,William Hall,William Hall,100.0,5.0
1969,William Hall,William Hall,100.0,6.0
1974,Isaac Cooper,Isaac Cooper,100.0,8.0
1980,James Johnson,James Johnson,100.0,2.0
1981,James Johnson,James Johnson,100.0,6.0
1986,Richard Smith,Richard Smith,100.0,1.0
1992,Joseph Barker,Joseph Barker,100.0,3.0
1998,James Black,James Black,100.0,6.0
1999,James Black,James Black,100.0,7.0
2004,John Williams,John Williams,100.0,2.0
2005,John Williams,John Williams,100.0,3.0
2006,John Williams,John Williams,100.0,4.0
2007,John Williams,John Williams,100.0,5.0
2008,John Williams,John Williams,100.0,6.0
2009,John Williams,John Williams,100.0,8.0
2010,Thomas Anderson,Thomas Anderson,100.0,6.0
2011,Thomas Anderson,Thomas Anderson,100.0,9.0
2016,Robert Ogden,Robert Ogden,100.0,5.0
2022,Matthew Adgate,Matthew Adgate,100.0,4.0
2028,Elisha Lawrence,Elisha Lawrence,100.0,6.0
2034,Robert R. Livingston,Robert R. Livingston,100.0,4.0
2040,John Fell,John Fell,100.0,5.0
2046,Samuel Hay,Samuel Hay,100.0,6.0
2052,John Jay,John Jay,100.0,4.0
2058,John Neilson,John Neilson,100.0,5.0
2064,John Beatty,John Beatty,100.0,8.0
2070,William Crawford ,William Crawford,100.0,5.0
2071,William Crawford ,William Crawford,100.0,6.0
2076,Peter Van Ness,Peter Van Ness,100.0,4.0
2082,William Harper,William Harper,100.0,5.0
2083,William Harper,William Harper,100.0,6.0
2084,William Harper,William Harper,100.0,8.0
2088,Edmund Wetherby ,Edmund Wetherby,100.0,6.0
2094,Melancton Smith,Melancton Smith,100.0,4.0
2100,Jesse Hand,Jesse Hand,100.0,6.0
2112,William Woodhull,William Woodhull,100.0,5.0
2118,Jacob Rinker,Jacob Rinker,100.0,6.0
2124,Samuel Carver,Samuel Carver,100.0,3.0
2130,Thomas Lewis,Thomas Lewis,100.0,2.0
2131,Thomas Lewis,Thomas Lewis,100.0,8.0
2136,Robert Williams,Robert Williams,100.0,2.0
2142,John Stringer,John Stringer,100.0,9.0
2148,Jeremiah Wadsworth,Jeremiah Wadsworth,100.0,3.0
2149,Jeremiah Wadsworth,Jeremiah Wadsworth,100.0,6.0
2154,William Clayton,William Clayton,100.0,5.0
2160,William McKee,William McKee,100.0,9.0
2166,Alexander Robertson,Alexander Robertson,100.0,5.0
2167,Alexander Robertson,Alexander Robertson,100.0,6.0
2172,Isaac Lee,Isaac Lee,100.0,2.0
2173,Isaac Lee,Isaac Lee,100.0,3.0
2178,Thomas Allen,Thomas Allen,100.0,2.0
2179,Thomas Allen,Thomas Allen,100.0,3.0
2180,Thomas Allen,Thomas Allen,100.0,9.0
2184,John Watson,John Watson,100.0,2.0
2190,John Treadwell,John Treadwell,100.0,2.0
2196,John Miller,John Miller,100.0,6.0
2202,John Logan,John Logan,100.0,6.0
2208,William White,William White,100.0,4.0
2209,William White,William White,100.0,6.0
2214,Levin Powell,Levin Powell,100.0,9.0
2220,James Gordon,James Gordon,100.0,4.0
2226,Robert Andrews,Robert Andrews,100.0,2.0
2232,Thomas Gaskins,Thomas Gaskins,100.0,9.0
2238,John Evans,John Evans,100.0,1.0
2239,John Evans,John Evans,100.0,6.0
2244,John Rutherford,John Rutherford,100.0,5.0
2250,John Elliot,John Elliot,100.0,3.0
2256,Jacob Weed,Jacob Weed,100.0,3.0
2257,Jacob Weed,Jacob Weed,100.0,6.0
2262,James Maxwell,James Maxwell,100.0,2.0
2263,James Maxwell,James Maxwell,100.0,6.0
2268,John King,John King,100.0,4.0
2269,John King,John King,100.0,6.0
2274,John Wilson,John Wilson,100.0,1.0
2275,John Wilson,John Wilson,100.0,3.0
2276,John Wilson,John Wilson,100.0,6.0
2280,William Stevens,William Stevens,100.0,3.0
2286,William Peachy,William Peachy,100.0,9.0
2292,Cornelius C. Schoonmaker,Cornelius C Schoonmaker,97.87234042553192,4.0
2298,Frederick A. Muhlenberg,Frederick A Muhlenberg,97.77777777777777,6.0
2304,William Sommersall,William Somersall,97.14285714285714,2.0
2310,Samuel W. Stockton,Samuel W Stockton,97.14285714285714,5.0
2316,Nathaniel Robbins,Nathaniel Robins,96.96969696969697,2.0
2322,Cornelius Higgins,Cornelius Higgns,96.96969696969697,3.0
2328,Benjamin Elliott,Benjamin Elliot,96.7741935483871,3.0
2334,William Johnson,Williams Johnson,96.7741935483871,8.0
2340,William Johnson,William Johnston,96.7741935483871,9.0
2346,Benjamin Wilson,Benjamin Willson,96.7741935483871,5.0
2352,William Johnston,William Johnson,96.7741935483871,7.0
2353,William Johnston,William Johnson,96.7741935483871,8.0
2358,William Robison,William Robinson,96.7741935483871,6.0
2359,William Robison,William Robinson,96.7741935483871,9.0
2364,Benjamin Elliott,Benjamin Eliott,96.7741935483871,3.0
2370,William Simpson,William Stimpson,96.7741935483871,2.0
2376,Benjamin Bellows,Benjamin Bellow,96.7741935483871,1.0
2382,William Phillips,William Philips,96.7741935483871,3.0
2388,William Phillips,Wiliam Phillips,96.7741935483871,2.0
2394,Richard F. Cutts,Richard F Cutts,96.7741935483871,2.0
2400,Jonathan Gillet,Jonathan Gillett,96.7741935483871,3.0
2406,George Mitchell,George Michell,96.55172413793103,5.0
2412,Thomas  Collins,Thomas Collins,96.55172413793103,9.0
2418,Thomas Johnston,Thomas Johnson,96.55172413793103,1.0
2419,Thomas Johnston,Thomas Johnson,96.55172413793103,4.0
2420,Thomas Johnston,Thomas Johnson,96.55172413793103,6.0
2421,Thomas Johnston,Thomas Johnson,96.55172413793103,8.0
2424,Samuel Johnston,Samuel Johnson,96.55172413793103,5.0
2425,Samuel Johnston,Samuel Johnson,96.55172413793103,6.0
2430,Lemuel Sandford,Lemuel Sanford,96.55172413793103,3.0
2436,William Simpson,William Simson,96.55172413793103,6.0
2442,John Montgomery,John Mongomery,96.55172413793103,6.0
2448,Benjamin Hinma,Benjamin Hinman,96.55172413793103,3.0
2454,Isaac Roosevelt,Isaac Rosevelt,96.55172413793103,4.0
2460,Benjamin Browne,Benjamin Brown,96.55172413793103,1.0
2461,Benjamin Browne,Benjamin Brown,96.55172413793103,2.0
2466,Charles Grahame,Charles Graham,96.55172413793103,8.0
2472,Samuel Edmison,Samuel Edmiston,96.55172413793103,6.0
2478,Tristam Dalton,Tristram Dalton,96.55172413793103,2.0
2484,William Bailey ,William Baily,96.29629629629629,6.0
2490,William Mason,William Matson,96.29629629629629,6.0
2496,Thomas Russel,Thomas Russell,96.29629629629629,2.0
2497,Thomas Russel,Thomas Russell,96.29629629629629,3.0
2498,Thomas Russel,Thomas Russell,96.29629629629629,6.0
2499,Thomas Russel,Thomas Russell,96.29629629629629,8.0
2502,Samuel Simpson,Samuel Simson,96.29629629629629,6.0
2508,William Brown,William Browne,96.29629629629629,2.0
2509,William Brown,William Browne,96.29629629629629,6.0
2514,John Treadwell,John Tredwell,96.29629629629629,2.0
2520,William Morris,William Moris,96.29629629629629,6.0
2526,Joseph Powell,Joseph Prowell,96.29629629629629,6.0
2532,Francis Cabot,Francis Cabbot,96.29629629629629,2.0
2538,Jacob Johnston,Jacob Johnson,96.29629629629629,3.0
2539,Jacob Johnston,Jacob Johnson,96.29629629629629,6.0
2544,John Anderson,John Sanderson,96.29629629629629,2.0
2550,Daniel Rodgers,Daniel Rogers,96.29629629629629,2.0
2556,William Mason,William Malson,96.29629629629629,3.0
2568,Joseph Kimball,Joseph Kimbal,96.29629629629629,1.0
2574,Samuel Langdon,Samuel Landon,96.29629629629629,3.0
2580,David Gilmore,David Gillmore,96.29629629629629,2.0
2586,William Jones,William Johnes,96.29629629629629,3.0
2592,William Abbott,William Abbot,96.29629629629629,2.0
2598,Joseph Mosely,Joseph Moseley,96.29629629629629,3.0
2604,Peter Lefferts,Peter Leffert,96.29629629629629,6.0
2610,Robert Wilson,Robert Willson,96.29629629629629,3.0
2616,John Hamilton,John Hammilton,96.29629629629629,7.0
2622,William Meyer,William Meyers,96.29629629629629,4.0
2628,Thomas Walter,Thomas Water,96.0,6.0
2634,Thomas Jones,Thomas Johnes,96.0,3.0
2640,John Thompson,John Tompson,96.0,6.0
2646,David Stuart,David Steuart,96.0,8.0
2652,William Scott,Wiliam Scott,96.0,6.0
2658,George Digges,George Diggs,96.0,8.0
2664,Samuel Mason,Samuel Marson,96.0,6.0
2670,John Matthews,John Mathews,96.0,6.0
2682,Peter Vrooman,Peter Vroman,96.0,4.0
2688,Samuel Orton,Samuel Norton,96.0,2.0
2689,Samuel Orton,Samuel Norton,96.0,3.0
2694,John Richards,John Richard,96.0,6.0
2700,George Truitt,George Truit,96.0,8.0
2706,John Williams,John William,96.0,6.0
2712,Joseph Barker,Joseph Baker,96.0,2.0
2718,John Williams,John Wiliams,96.0,3.0
2719,John Williams,John Wiliams,96.0,6.0
2724,Thomas Walke,Thomas Walker,96.0,2.0
2730,Williams John,William John,96.0,6.0
2736,John Johnston,John Johnson,96.0,3.0
2737,John Johnston,John Johnson,96.0,4.0
2738,John Johnston,John Johnson,96.0,5.0
2739,John Johnston,John Johnson,96.0,6.0
2740,John Johnston,John Johnson,96.0,8.0
2742,John Stevens,John Steven,95.65217391304348,6.0
2748,John Wilson,John Willson,95.65217391304348,3.0
2754,John Curtiss,John Curtis,95.65217391304348,2.0
2760,Isaac Clarke,Isaac Clark,95.65217391304348,3.0
2766,John Elliot,John Elliott,95.65217391304348,2.0
2767,John Elliot,John Elliott,95.65217391304348,3.0
2772,John Neilson,John Nilson,95.65217391304348,6.0
2778,John Neilson,John Nelson,95.65217391304348,5.0
2784,John Simmons,John Simons,95.65217391304348,6.0
2790,Walter Smith,Water Smith,95.65217391304348,5.0
2796,John Lindsey,John Linsey,95.65217391304348,6.0
2802,John Parnham,John Parham,95.65217391304348,2.0
2808,Elisha Mills,Eisha Mills,95.65217391304348,3.0
2814,John Collins,John Collin,95.65217391304348,3.0
2815,John Collins,John Collin,95.65217391304348,4.0
2820,Frederick A. Muhlenberg,Fredrick A Muhlenberg,95.45454545454545,6.0
2826,John Steele,John Steel,95.23809523809524,3.0
2827,John Steele,John Steel,95.23809523809524,6.0
2832,John Brooks,John Brook,95.23809523809524,6.0
2838,John Beatty,John Beaty,95.23809523809524,5.0
2844,John  Allen,John Allen,95.23809523809524,2.0
2845,John  Allen,John Allen,95.23809523809524,5.0
2846,John  Allen,John Allen,95.23809523809524,8.0
2850,John Brown,John Browne,95.23809523809524,2.0
2856,John Dabney,John Abney,95.23809523809524,9.0
2862,John Baker,John Banker,95.23809523809524,6.0
2868,John Fowler,John Fowle,95.23809523809524,2.0
2874,John Minot,John Minots,95.23809523809524,2.0
2880,John Minot,John Minott,95.23809523809524,2.0
2886,John Baker,John Barker,95.23809523809524,2.0
2887,John Baker,John Barker,95.23809523809524,3.0
2888,John Baker,John Barker,95.23809523809524,6.0
2892,Dexter John S,John Dexter,95.0,2.0
2898,John G. Scull,John Scull,95.0,6.0
2904,John Williams,John F Williams,95.0,2.0
2910,John Pickering,John Gee Pickering,95.0,1.0
2916,John  Fox,John Fox,95.0,2.0
2917,John  Fox,John Fox,95.0,6.0
2922,William N. Hill,William Hill,95.0,3.0
2923,William N. Hill,William Hill,95.0,6.0
2924,William N. Hill,William Hill,95.0,9.0
2928,William Richardson Davie,William Richardson,95.0,8.0
2934,Allen Thomas,Thomas Allen,95.0,2.0
2935,Allen Thomas,Thomas Allen,95.0,3.0
2936,Allen Thomas,Thomas Allen,95.0,9.0
2940,John Williams,John Davis Williams,95.0,2.0
2946,John K. Smith,John Smith,95.0,2.0
2947,John K. Smith,John Smith,95.0,3.0
2948,John K. Smith,John Smith,95.0,4.0
2949,John K. Smith,John Smith,95.0,5.0
2950,John K. Smith,John Smith,95.0,6.0
2951,John K. Smith,John Smith,95.0,9.0
2952,"Gunning Bedford, Sr.",Gunning Bedford,95.0,6.0
2953,"Gunning Bedford, Sr.",Gunning Bedford,95.0,7.0
2958,"Gunning Bedford, Jr.",Gunning Bedford,95.0,6.0
2959,"Gunning Bedford, Jr.",Gunning Bedford,95.0,7.0
2964,John Thomas,John A Thomas,95.0,8.0
2970,Allen Samuel,Samuel Allen,95.0,2.0
2971,Allen Samuel,Samuel Allen,95.0,6.0
2976,George H. Berger,George Berger,95.0,6.0
2982,James Armstrong,James F Armstrong,95.0,6.0
2988,William Heath,M.G William Heath,95.0,2.0
2994,Williams John,John Williams,95.0,2.0
2995,Williams John,John Williams,95.0,3.0
2996,Williams John,John Williams,95.0,4.0
2997,Williams John,John Williams,95.0,5.0
2998,Williams John,John Williams,95.0,6.0
2999,Williams John,John Williams,95.0,8.0
3000,"Samuel Hopkins, Jun.",Samuel Hopkins,95.0,3.0
3006,Thomas H. Perkins,Thomas Perkins,95.0,2.0
3012,Williams John,John Davis Williams,95.0,2.0
3018,John Williams,John M Williams,95.0,4.0
3024,Brown Elisha,Elisha Brown,95.0,1.0
3030,Samuel W. Stockton,Samuel Stockton,95.0,5.0
3036,Christopher P.  Yates,Christopher P Yates,95.0,4.0
3042,Robert R. Livingston,Robert Livingston,95.0,4.0
3048,John  Fox,John fox,95.0,6.0
3054,John Schenck,John P Schenck,95.0,4.0
3060,Ebenezer Smith,Ebenezer Smith PLott,95.0,6.0
3066,Ebenezer Smith,Ebenezer Smith Fowle,95.0,2.0
3072,John Smith,John Nic Smith,95.0,6.0
3078,William Smith,William P Smith,95.0,6.0
3084,William Smith,William D Smith,95.0,6.0
3090,Stone Peter,Peter Stone,95.0,6.0
3096,Henry Lee III,Henry Lee,95.0,6.0
3102,Cornelius C. Schoonmaker,Cornelius Schoonmaker,95.0,4.0
3108,Christopher P.  Yates,Christopher Yates,95.0,4.0
3114,William Smith,William O. Smith,95.0,6.0
3120,Brown John,John Brown,95.0,1.0
3121,Brown John,John Brown,95.0,2.0
3122,Brown John,John Brown,95.0,4.0
3123,Brown John,John Brown,95.0,5.0
3124,Brown John,John Brown,95.0,6.0
3126,Frederick A. Muhlenberg,Frederick Muhlenberg,95.0,6.0
3132,Gilbert Livingston,Gilbert R Livingston,95.0,4.0
3138,Gilbert Livingston,Gilbert K Livingston,95.0,4.0
3144,Anthony Ten Eyck,Anthony J. Ten Eyck,95.0,4.0
3150,John A. Campbell,John Campbell,95.0,4.0
3151,John A. Campbell,John Campbell,95.0,6.0
3156,"William Deakins, Jun.",William Deakins,95.0,8.0
3162,Stephen Mix Mitchell,Stephen Mitchell,95.0,3.0
3168,Thomas Williams,Thomas M Williams,95.0,8.0
3174,Williams John,John M Williams,95.0,4.0
3180,Barton William,William Barton,95.0,6.0
3186,Clark John I,John Clark,95.0,2.0
3187,Clark John I,John Clark,95.0,6.0
3188,Clark John I,John Clark,95.0,7.0
3192,Howard Jonathan J,Jonathan Howard,95.0,2.0
3198,Reynolds Joseph,Joseph Reynolds,95.0,4.0
3204,Thomas P. Williams,Thomas Williams,95.0,3.0
3205,Thomas P. Williams,Thomas Williams,95.0,6.0
3206,Thomas P. Williams,Thomas Williams,95.0,8.0
3207,Thomas P. Williams,Thomas Williams,95.0,9.0
3210,Bradford William,William C Bradford,95.0,6.0
3216,"John Davenport, Jun.",John Davenport,95.0,3.0
3222,"John Tyler, Sr.",John Tyler,95.0,3.0
3234,Williams John,John F Williams,95.0,2.0
3240,Bradford William,William Bradford,95.0,6.0
3246,Robert Wilson,Robert Wilson 3rd,95.0,2.0
3252,Joseph Moss White,Joseph White,95.0,2.0
3258,James G. Hunt,James Hunt,95.0,5.0
3264,William Gray Jun.,William Gray,95.0,2.0
3270,Thomas Owen,Owen Thomas,95.0,6.0
3276,Davis John,John Davis,95.0,3.0
3277,Davis John,John Davis,95.0,6.0
3282,William Johnston Dawson,William Johnston,95.0,9.0
3288,George Carrington,George Carrington Jr,95.0,9.0
3294,William Williams,William Williamson,94.11764705882354,5.0
3295,William Williams,William Williamson,94.11764705882354,8.0
3300,William Johnston,Williams Johnson,93.75,8.0
3306,Williams John,William St John,92.85714285714286,3.0
3312,Nichols William,William Nicholls,91.93548387096774,2.0
3318,Thomas Williams,William Thomas,91.72413793103448,2.0
3319,Thomas Williams,William Thomas,91.72413793103448,6.0
3320,Thomas Williams,William Thomas,91.72413793103448,8.0
3324,Reynolds Joseph,Joseph Renolds,91.72413793103448,3.0
3330,Richard Smith,Smith Richards,91.48148148148147,5.0
3336,James Williams,William James,91.48148148148147,6.0
3342,Williams John,John Wiliams,91.19999999999999,3.0
3343,Williams John,John Wiliams,91.19999999999999,6.0
3348,Williams John,John William,91.19999999999999,6.0
3354,John Williams,William John,91.19999999999999,6.0
3360,William Williams,William Willamson,90.9090909090909,5.0
3366,Brown John,John Browne,90.47619047619048,2.0
3372,Joseph Moss White,Joseph Moss,90.0,2.0
3378,John Taylor,John Taylor Gilman,90.0,1.0
3384,John Howell Briggs,John Howell,90.0,5.0
3385,John Howell Briggs,John Howell,90.0,6.0
3386,John Howell Briggs,John Howell,90.0,8.0
3390,John Francis Mercer,John Francis,90.0,6.0
3396,Joseph Jackson,Joseph Jackson brookline,90.0,2.0
3402,John Jacob Faesch ,John Jacob,90.0,6.0
3408,Gustavus Richard Brown,Richard Brown,90.0,6.0
3409,Gustavus Richard Brown,Richard Brown,90.0,9.0
3414,John Jay,John Jay Bleecker,90.0,4.0
3426,John Lewis Bourquin,John Lewis,90.0,2.0
3427,John Lewis Bourquin,John Lewis,90.0,3.0
3428,John Lewis Bourquin,John Lewis,90.0,6.0
3429,John Lewis Bourquin,John Lewis,90.0,9.0
3432,William S. Marnes,William S,90.0,6.0
3438,John Lewis Gervias,John Lewis,90.0,2.0
3439,John Lewis Gervias,John Lewis,90.0,3.0
3440,John Lewis Gervias,John Lewis,90.0,6.0
3441,John Lewis Gervias,John Lewis,90.0,9.0
3444,James Gordon Heron,James Gordon,90.0,4.0
3450,John Carter Littlepage,John Carter,90.0,9.0
3456,John Davis,John Davis Williams,90.0,2.0
3462,John Taylor Gilman,John Taylor,90.0,2.0
3463,John Taylor Gilman,John Taylor,90.0,4.0
3464,John Taylor Gilman,John Taylor,90.0,6.0
3465,John Taylor Gilman,John Taylor,90.0,7.0
3466,John Taylor Gilman,John Taylor,90.0,9.0
3468,William Williams,William Wills,89.65517241379311,4.0
3474,Daniel Rodgers,Daniel D Rogers,89.65517241379311,2.0
3480,Robert Williams,William Roberts,88.66666666666666,2.0
3486,Robert Edwards,Edward Roberts,88.21428571428571,5.0
3492,John Simmons,John C Simons,88.0,5.0
3498,John Schenck,John P Schenk,88.0,6.0
3504,William Houston,William C. Huston,87.5,5.0
3510,Robert B. Wilkins,Robert Wilkin,86.66666666666667,6.0
3516,William Williams,William Gillis,86.66666666666667,8.0
3522,William Williams,William Willes,86.66666666666667,4.0
3528,Williams John,William John Molnerear,86.4,2.0
3534,John Richards,John Richard Watrous,86.4,3.0
3540,Thomas P. Williams,William Thomas,85.80645161290323,2.0
3541,Thomas P. Williams,William Thomas,85.80645161290323,6.0
3542,Thomas P. Williams,William Thomas,85.80645161290323,8.0
3546,John Jacob Faesch ,John Jacobs,85.71428571428572,3.0
3547,John Jacob Faesch ,John Jacobs,85.71428571428572,6.0
3552,John A. Campbell,John Campbel,85.71428571428571,1.0
3553,John A. Campbell,John Campbel,85.71428571428571,6.0
3558,William Williams,William Churchill Huston,85.5,5.0
3564,William Williams,William Rodham Kennar Est,85.5,9.0
3570,William Williams,William S,85.5,6.0
3576,Davis John,John Davis Williams,85.5,2.0
3582,William Houston,William Churchill Huston,85.5,5.0
3588,William Williams,William Thomas Exos James Ecum,85.5,9.0
3594,William Williams,William Francis Bickerton,85.5,9.0
3600,John Williams,William John Molnerear,85.5,2.0
3606,James Thomas,William Thomas Exos James Ecum,85.5,9.0
3612,Thomas Williams,William Thomas Exos James Ecum,85.5,9.0
3618,Daniel Rodgers,Daniel Denison Rogers,85.5,2.0
3624,John Jones,John Paul Jones,85.5,2.0
3625,John Jones,John Paul Jones,85.5,6.0
3630,Nicholas Lewis Sewall,Lewis Nichols,85.5,5.0
3631,Nicholas Lewis Sewall,Lewis Nichols,85.5,6.0
3636,William Williams,William Worthington Gale,85.5,3.0
3642,Robert Williams,William Robert Buchanan,85.5,6.0
3648,James Williams,William Thomas Exos James Ecum,85.5,9.0
3654,John Taylor Gilman,John Gilman,85.5,1.0
3660,John Jones,John Coffin Jones,85.5,2.0
3666,John Williams,John Foster Williams,85.5,2.0
3672,Williams John,John Foster Williams,85.5,2.0
0,John Stevens,John Stevens,100.0,MA
1,John Stevens,John Stevens,100.0,unspecified
2,John Stevens,John Stevens,100.0,CT
3,John Stevens,John Stevens,100.0,PA
12,John Blake,John Blake,100.0,MA
13,John Blake,John Blake,100.0,unspecified
24,Edward Blake,Edward Blake,100.0,MA
25,Edward Blake,Edward Blake,100.0,PA
26,Edward Blake,Edward Blake,100.0,unspecified
36,John Matthews,John Matthews,100.0,NH
37,John Matthews,John Matthews,100.0,MA
48,Ephraim Fitch,Ephraim Fitch,100.0,CT
60,Jonathan Smith,Jonathan Smith,100.0,MA
61,Jonathan Smith,Jonathan Smith,100.0,unspecified
62,Jonathan Smith,Jonathan Smith,100.0,MD
72,Lemuel Collins,Lemuel Collins,100.0,MA
84,John Ashley,John Ashley,100.0,unspecified
85,John Ashley,John Ashley,100.0,VA
96,James Carr,James Carr,100.0,CT
97,James Carr,James Carr,100.0,NH
98,James Carr,James Carr,100.0,unspecified
99,James Carr,James Carr,100.0,VA
100,James Carr,James Carr,100.0,NC
108,Samuel Grant,Samuel Grant,100.0,NH
109,Samuel Grant,Samuel Grant,100.0,RI
110,Samuel Grant,Samuel Grant,100.0,MA
120,William Jones,William Jones,100.0,PA
121,William Jones,William Jones,100.0,CT
122,William Jones,William Jones,100.0,NH
123,William Jones,William Jones,100.0,NJ
124,William Jones,William Jones,100.0,unspecified
125,William Jones,William Jones,100.0,CS
126,William Jones,William Jones,100.0,MA
127,William Jones,William Jones,100.0,DE
128,William Jones,William Jones,100.0,NY
129,William Jones,William Jones,100.0,VA
130,William Jones,William Jones,100.0,MD
131,William Jones,William Jones,100.0,NC
132,David Murray,David Murray,100.0,CS
133,David Murray,David Murray,100.0,unspecified
144,Thomas Rice,Thomas Rice,100.0,MA
145,Thomas Rice,Thomas Rice,100.0,NH
146,Thomas Rice,Thomas Rice,100.0,unspecified
156,Isaac Snow,Isaac Snow,100.0,CT
168,John Dunlap,John Dunlap,100.0,NY
169,John Dunlap,John Dunlap,100.0,unspecified
180,Samuel Merrill,Samuel Merrill,100.0,MA
181,Samuel Merrill,Samuel Merrill,100.0,unspecified
192,Josiah Goddard,Josiah Goddard,100.0,unspecified
204,Timothy Fuller,Timothy Fuller,100.0,unspecified
216,John Taylor,John Taylor,100.0,CT
217,John Taylor,John Taylor,100.0,MA
218,John Taylor,John Taylor,100.0,NH
219,John Taylor,John Taylor,100.0,unspecified
220,John Taylor,John Taylor,100.0,NY
221,John Taylor,John Taylor,100.0,PA
222,John Taylor,John Taylor,100.0,VA
223,John Taylor,John Taylor,100.0,MD
224,John Taylor,John Taylor,100.0,NC
228,Timothy Parker,Timothy Parker,100.0,CT
240,Samuel Baker,Samuel Baker,100.0,unspecified
241,Samuel Baker,Samuel Baker,100.0,MA
252,Jonathan Day,Jonathan Day,100.0,MA
253,Jonathan Day,Jonathan Day,100.0,CT
264,Joshua Whitney,Joshua Whitney,100.0,CT
265,Joshua Whitney,Joshua Whitney,100.0,unspecified
266,Joshua Whitney,Joshua Whitney,100.0,MA
276,Samuel Willard,Samuel Willard,100.0,MA
277,Samuel Willard,Samuel Willard,100.0,unspecified
288,John Fuller,John Fuller,100.0,PA
289,John Fuller,John Fuller,100.0,CT
290,John Fuller,John Fuller,100.0,MA
291,John Fuller,John Fuller,100.0,unspecified
292,John Fuller,John Fuller,100.0,NC
300,Jonathan Bullard,Jonathan Bullard,100.0,MA
312,Samuel Hay,Samuel Hay,100.0,PA
313,Samuel Hay,Samuel Hay,100.0,unspecified
324,Samuel Denny,Samuel Denny,100.0,MD
336,William Mayhew,William Mayhew,100.0,unspecified
348,Jacob Bradbury,Jacob Bradbury,100.0,MA
360,James Neal,James Neal,100.0,MA
361,James Neal,James Neal,100.0,PA
362,James Neal,James Neal,100.0,unspecified
372,William Johnson,William Johnson,100.0,CT
373,William Johnson,William Johnson,100.0,unspecified
374,William Johnson,William Johnson,100.0,MA
375,William Johnson,William Johnson,100.0,NJ
376,William Johnson,William Johnson,100.0,NY
377,William Johnson,William Johnson,100.0,VA
378,William Johnson,William Johnson,100.0,MD
384,Daniel Stevens,Daniel Stevens,100.0,MA
385,Daniel Stevens,Daniel Stevens,100.0,CT
386,Daniel Stevens,Daniel Stevens,100.0,unspecified
387,Daniel Stevens,Daniel Stevens,100.0,MD
396,John Pratt,John Pratt,100.0,MA
397,John Pratt,John Pratt,100.0,unspecified
