,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,county,name_type,6p_total
3226,27.0,53.0,13.0,77.0,17.0,28.0,Chester County,PA,Administor to the Est of J James,Chester County,county,27.53
3227,8.0,97.0,4.0,49.0,,,Northumberland County,PA,,,other,8.97
3228,26.0,93.0,13.0,47.0,28.0,67.0,,,Guardian to Christopher Snider,,other,26.93
3229,24.0,15.0,12.0,8.0,,,Philadelphia,PA,Merchant,Philadelphia County,town,24.15
3230,16.0,3.0,8.0,2.0,,,Northumberland County,PA,,,other,16.03
3231,24.0,30.0,12.0,15.0,98.0,51.0,Philadelphia,PA,Broker,Philadelphia County,town,24.3
3232,14.0,,7.0,,,,Philadelphia,PA,,Philadelphia County,town,
3233,587.0,63.0,293.0,82.0,437.0,41.0,Maryland,MD,,,state,587.63
3234,58.0,67.0,29.0,33.0,15.0,83.0,Philadelphia,PA,Merchant,Philadelphia County,town,58.67
3235,4.0,89.0,2.0,45.0,4.0,56.0,Bedford County,PA,Farmer,,other,4.89
3236,17.0,25.0,8.0,63.0,,,Northumberland County,PA,,,other,17.25
3237,62.0,51.0,31.0,26.0,,,North Carolina,NC,Farmer,,state,62.51
3238,302.0,71.0,151.0,35.0,,,Philadelphia,PA,Clerk,Philadelphia County,town,302.71
3239,6.0,73.0,3.0,37.0,,,,,,,other,6.73
3240,184.0,,92.0,,437.0,6.0,New Jersey,NJ,Esquire,,state,
3241,27.0,21.0,13.0,60.0,,,,,,,other,27.21
3242,31.0,83.0,15.0,91.0,17.0,17.0,Philadelphia,PA,Widow,Philadelphia County,town,31.83
3243,71.0,96.0,35.0,98.0,,,Philadelphia,PA,Merchant,Philadelphia County,town,71.96
3244,6.0,66.0,3.0,34.0,,,Northampton County,PA,,,other,6.66
3245,145.0,68.0,72.0,84.0,128.0,20.0,Berks County,PA,Esquire,,other,145.68
3246,37.0,45.0,18.0,73.0,,,York County,PA,,,other,37.45
3247,22.0,22.0,11.0,11.0,20.0,,York County,PA,,,other,22.22
3248,3.0,58.0,1.0,79.0,90.0,36.0,Reading,PA,,,other,3.58
3249,31.0,12.0,15.0,56.0,,,Philadelphia,PA,Merchants,Philadelphia County,town,31.12
3250,3317.0,30.0,1658.0,65.0,3027.0,88.0,Philadelphia,PA,,Philadelphia County,town,3317.3
3251,2127.0,41.0,1063.0,70.0,1840.0,73.0,,,,,other,2127.41
3252,489.0,35.0,244.0,68.0,180.0,,,,Widow,,other,489.35
3253,,,,,125.0,50.0,,,,,other,
3254,6.0,19.0,3.0,10.0,,,Philadelphia,PA,Clerk,Philadelphia County,town,6.19
3255,16.0,67.0,8.0,33.0,8.0,57.0,Somerset County New Jersey,NJ,In trust for Jacobus Van Eis of Somerset County New Jersey,Somerset County,county,16.67
3256,21.0,19.0,10.0,59.0,450.0,,Dauphin County,PA,,,other,21.19
3257,1384.0,44.0,692.0,22.0,,,Dauphin County,PA,,,other,1384.44
3258,118.0,13.0,59.0,7.0,41.0,24.0,Philadelphia,PA,,Philadelphia County,town,118.13
3259,56.0,77.0,28.0,39.0,54.0,54.0,Carlisle Pennsylvania,PA,,,state,56.77
3260,14.0,,7.0,,,,York Town Pennsylvania,PA,,,state,
3261,27.0,87.0,13.0,93.0,,,York County,PA,,,other,27.87
3262,3.0,67.0,1.0,84.0,,,York Town Pennsylvania,PA,,,state,3.67
3263,31.0,2.0,15.0,51.0,,,Philadelphia County,PA,,,other,31.02
3264,10.0,8.0,5.0,4.0,,,York County,PA,,,other,10.08
3265,59.0,65.0,29.0,83.0,16.0,10.0,Philadelphia,PA,,Philadelphia County,town,59.65
3266,14.0,83.0,7.0,42.0,,,York Town Pennsylvania,PA,,,state,14.83
3267,9544.0,97.0,4772.0,48.0,8590.0,46.0,Philadelphia,PA,Esquire,Philadelphia County,town,9544.97
3268,880.0,75.0,440.0,38.0,753.0,91.0,Philadelphia,PA,Esquire,Philadelphia County,town,880.75
3269,8.0,6.0,4.0,3.0,,,Philadelphia County,PA,,,other,8.06
3270,6.0,85.0,3.0,42.0,21.0,13.0,York County Pennsylvania,PA,,,state,6.85
3271,20.0,25.0,10.0,13.0,,,York County Pennsylvania,PA,Esquire,,state,20.25
3272,6.0,7.0,3.0,4.0,,,York County,PA,,,other,6.07
3273,48.0,23.0,24.0,12.0,,,York Town,PA,,,other,48.23
3274,43.0,60.0,21.0,80.0,,,York Town,PA,Taylor,,other,43.6
3275,,,,1.0,,,New York,NY,,,state,
3276,36.0,2.0,18.0,1.0,21.0,42.0,New Jersey,NJ,,,state,36.02
3277,,,,,,,,,,,other,
3278,,,,,,,,,,,other,
3279,,,,,,,,,,,other,
3280,,,,,,,,,,,other,
3281,,,,,,,,,,,other,
3282,,,,,,,,,,,other,
3283,,,,,,,,,,,other,
3284,,,,,,,,,,,other,
3285,,,,,,,,,,,other,
3286,,,,,,,,,,,other,
3287,590.0,86.0,295.0,43.0,216.0,,Little Compton,RI,,Newport County,town,590.86
3288,563.0,88.0,281.0,94.0,482.0,18.0,Warren,RI,Esquire,Bristol County,town,563.88
3289,864.0,28.0,432.0,14.0,306.0,,East Greenwich,RI,Esquire,Kent County,town,864.28
3290,1333.0,33.0,666.0,66.0,480.0,,Johnston,RI,Farmer,Providence County,town,1333.33
3291,29.0,50.0,14.0,74.0,17.0,13.0,Scituate,RI,Esquire,Providence County,town,29.5
3292,112.0,,56.0,,76.0,46.0,Scituate,RI,Yeoman,Providence County,town,
3293,54.0,32.0,27.0,16.0,29.0,33.0,East Greenwich,RI,Mariner,Kent County,town,54.32
3294,263.0,3.0,131.0,51.0,311.0,60.0,Coventry,RI,Yeoman,Kent County,town,263.03
3295,134.0,11.0,67.0,55.0,138.0,79.0,Coventry,RI,Yeoman,Kent County,town,134.11
3296,998.0,35.0,499.0,17.0,521.0,17.0,Rehoboth,MA,Yeoman,Bristol County,town,998.35
3297,2048.0,61.0,1024.0,30.0,1100.0,86.0,Providence,RI,Reverend,Providence County,town,2048.61
3298,1200.0,,600.0,,432.0,,Newport,RI,Merchant,Newport County,town,
3299,441.0,60.0,220.0,80.0,148.0,66.0,Newport,RI,Widow,Newport County,town,441.6
3300,152.0,39.0,76.0,14.0,54.0,,Providence,RI,Taylor,Providence County,town,152.39
3301,56.0,14.0,28.0,6.0,53.0,71.0,Providence,RI,Physician,Providence County,town,56.14
3302,400.0,,200.0,,108.0,,Dighton,MA,Esquire,Bristol County,town,
3303,979.0,29.0,489.0,64.0,865.0,98.0,Cumberland,RI,Esquire,Providence County,town,979.29
3304,1912.0,81.0,956.0,40.0,516.0,42.0,Dighton,MA,Esquire,Bristol County,town,1912.81
3305,148.0,63.0,74.0,31.0,72.0,,South Kingston,RI,Esquire,Washington County,town,148.63
3306,177.0,85.0,88.0,92.0,63.0,88.0,North Hampton,MA,Widow,Hampshire County,town,177.85
3307,47.0,57.0,23.0,78.0,45.0,56.0,Providence,RI,Chaise Maker,Providence County,town,47.57
3308,596.0,81.0,298.0,40.0,497.0,70.0,Littleton,MA,Esquire,Middlesex County,town,596.81
3309,278.0,9.0,139.0,4.0,309.0,24.0,Sutton,MA,Yeoman,Worcester County,town,278.09
3310,269.0,84.0,134.0,92.0,163.0,,Providence,RI,Esquire,Providence County,town,269.84
3311,1108.0,44.0,554.0,21.0,416.0,16.0,Providence,RI,Physician,Providence County,town,1108.44
3312,2933.0,34.0,1466.0,66.0,792.0,,Providence,RI,Esquire,Providence County,town,2933.34
3313,20.0,62.0,10.0,30.0,18.0,25.0,Gloucester,RI,Esquire,Providence County,town,20.62
3314,80.0,,40.0,,43.0,20.0,Ludlow,MA,Gentleman,Hampshire County,town,
3315,282.0,61.0,141.0,30.0,163.0,20.0,North Providence,RI,Yeoman,Providence County,town,282.61
3316,284.0,32.0,142.0,16.0,122.0,71.0,Newport,RI,Merchant,Newport County,town,284.32
3317,538.0,35.0,269.0,17.0,180.0,,Providence,RI,Esquire,Providence County,town,538.35
3318,133.0,92.0,66.0,95.0,36.0,13.0,Providence,RI,Cooper,Providence County,town,133.92
3319,666.0,67.0,333.0,33.0,180.0,,Providence,RI,Merchant,Providence County,town,666.67
3320,533.0,34.0,266.0,66.0,144.0,,Dighton,MA,Esquire,Bristol County,town,533.34
3321,266.0,67.0,133.0,33.0,72.0,,Dighton,MA,Esquire,Bristol County,town,266.67
3322,52.0,70.0,26.0,35.0,50.0,26.0,Scituate,RI,Yeoman,Providence County,town,52.7
3323,410.0,94.0,205.0,47.0,259.0,92.0,East Greenwich,RI,Taylor,Kent County,town,410.94
3324,13.0,8.0,6.0,54.0,13.0,23.0,Johnston,RI,Esquier,Providence County,town,13.08
3325,124.0,71.0,62.0,35.0,86.0,,Foster,RI,Physician,Providence County,town,124.71
3326,105.0,42.0,52.0,70.0,28.0,43.0,Warwick,RI,Yeoman,Kent County,town,105.42
3327,77.0,50.0,38.0,74.0,41.0,80.0,Newport,RI,Merchant,Newport County,town,77.5
3328,1595.0,54.0,797.0,77.0,555.0,13.0,Norwich,CT,Merchant,New London County,town,1595.54
3329,1065.0,50.0,532.0,74.0,485.0,30.0,Providence,RI,Merchant,Providence County,town,1065.5
3330,266.0,67.0,133.0,33.0,199.0,33.0,Liecester,MA,Gentleman,Worcester County,town,266.67
3331,199.0,43.0,99.0,71.0,317.0,11.0,Providence,RI,Merchant,Providence County,town,199.43
3332,468.0,30.0,234.0,14.0,162.0,,Providence,RI,Widow,Providence County,town,468.3
3333,471.0,54.0,235.0,77.0,180.0,,Bristol,RI,Merchant,Bristol County,town,471.54
3334,2677.0,44.0,1338.0,72.0,722.0,34.0,Providence,RI,Esquire,Providence County,town,2677.44
3335,304.0,2.0,152.0,,435.0,50.0,Providence,RI,Merchant,Providence County,town,304.02
3336,3030.0,19.0,1515.0,9.0,1242.0,,Warwick,RI,Esquire,Kent County,town,3030.19
3337,1565.0,54.0,782.0,77.0,2451.0,25.0,Providence,RI,Merchant,Providence County,town,1565.54
3338,251.0,44.0,125.0,72.0,90.0,,Providence,RI,Mariner,Providence County,town,251.44
3339,20.0,15.0,10.0,7.0,5.0,43.0,Providence,RI,Widow,Providence County,town,20.15
3340,166.0,14.0,83.0,6.0,129.0,,Newport,RI,Merchant,Newport County,town,166.14
3341,152.0,46.0,76.0,22.0,127.0,60.0,Providence,RI,Treasurer of the Congregational Benevolent Society in Providence,Providence County,town,152.46
3342,547.0,30.0,273.0,64.0,492.0,66.0,Providence,RI,Merchant,Providence County,town,547.3
3343,143.0,44.0,71.0,72.0,131.0,40.0,Rehoboth,MA,Yeoman,Bristol County,town,143.44
3344,174.0,,87.0,,107.0,85.0,Little Compton,RI,Yeoman,Newport County,town,
3345,180.0,,90.0,,48.0,60.0,Providence,RI,Carpenter,Providence County,town,
3346,229.0,98.0,114.0,98.0,318.0,20.0,New London,CT,Esquire,New London County,town,229.98
3347,665.0,47.0,332.0,73.0,270.0,20.0,Newport,RI,Esquire,Newport County,town,665.47
3348,11220.0,79.0,5610.0,39.0,8449.0,14.0,Providence,RI,Esquire,Providence County,town,11220.79
3349,4023.0,84.0,2011.0,92.0,1098.0,,Gloucester,RI,Yeoman,Providence County,town,4023.84
3350,22.0,81.0,11.0,40.0,24.0,33.0,Gloucester,RI,Yeoman,Providence County,town,22.81
3351,53.0,34.0,26.0,66.0,38.0,40.0,Smithfield,RI,Esquire,Providence County,town,53.34
3352,,,,,164.0,,,,,,other,
3353,1674.0,14.0,837.0,6.0,612.0,,Providence,RI,Esquire,Providence County,town,1674.14
3354,417.0,48.0,208.0,74.0,150.0,26.0,Providence,RI,Cordwainer,Providence County,town,417.48
3355,31.0,16.0,15.0,58.0,25.0,80.0,Warwick,RI,Yeoman,Kent County,town,31.16
3356,9766.0,78.0,4883.0,38.0,7544.0,23.0,Providence,RI,Merchant,Providence County,town,9766.78
3357,2091.0,8.0,1045.0,54.0,568.0,98.0,Providence,RI,Esquire,Providence County,town,2091.08
3358,155.0,28.0,77.0,63.0,98.0,20.0,East Greenwich,RI,Esquire,Kent County,town,155.28
3359,168.0,28.0,84.0,13.0,60.0,54.0,Newport in New Hampshire,NH,,Cheshire County,town,168.28
3360,86.0,4.0,43.0,2.0,65.0,54.0,Providence,RI,Taylor,Providence County,town,86.04
3361,106.0,67.0,53.0,33.0,72.0,74.0,Rehoboth,MA,House Carpenter,Bristol County,town,106.67
3362,648.0,36.0,324.0,17.0,240.0,,Providence,RI,Taylor,Providence County,town,648.36
3363,2181.0,8.0,1090.0,54.0,588.0,90.0,Providence,RI,Merchant,Providence County,town,2181.08
3364,,,,,415.0,92.0,,,,,other,
3365,12.0,77.0,6.0,38.0,10.0,60.0,Providence,RI,Trader,Providence County,town,12.77
3366,1432.0,30.0,716.0,15.0,590.0,36.0,,RI,Treasurer of the Society of Cincinnati in the State of Rhode Island,,state,1432.3
3367,256.0,95.0,128.0,47.0,72.0,,North Providence,RI,Yeoman,Providence County,town,256.95
3368,256.0,95.0,128.0,47.0,72.0,,North Providence,RI,Yeoman,Providence County,town,256.95
3369,269.0,99.0,134.0,99.0,133.0,,Cumberland,RI,Esquire,Providence County,town,269.99
3370,982.0,35.0,491.0,17.0,747.0,35.0,Providence,RI,Glazier,Providence County,town,982.35
3371,1056.0,67.0,528.0,33.0,732.0,51.0,Providence,RI,Mason,Providence County,town,1056.67
3372,3805.0,65.0,1902.0,82.0,1132.0,20.0,Providence,RI,Merchant,Providence County,town,3805.65
3373,,,,,899.0,91.0,,,,,other,
3374,616.0,67.0,308.0,33.0,404.0,21.0,Providence,RI,Treasurer of St Johns Ledge No 1 of Tree and accepted Masons Providence,Providence County,town,616.67
3375,49.0,63.0,24.0,81.0,49.0,46.0,Barrington,RI,Mariner,Bristol County,town,49.63
3376,1306.0,70.0,653.0,34.0,509.0,88.0,Providence,RI,Merchant,Providence County,town,1306.7
3377,760.0,76.0,380.0,37.0,924.0,90.0,Scituate,RI,Esquire,Providence County,town,760.76
3378,7730.0,70.0,3865.0,34.0,2198.0,91.0,Providence,RI,Esquire,Providence County,town,7730.7
3379,32.0,79.0,16.0,39.0,27.0,32.0,Johnston,RI,Esquire,Providence County,town,32.79
3380,1105.0,84.0,552.0,91.0,781.0,4.0,Providence,RI,Mariner,Providence County,town,1105.84
3381,198.0,45.0,99.0,22.0,155.0,44.0,Providence,RI,Merchant,Providence County,town,198.45
3382,686.0,16.0,343.0,7.0,611.0,23.0,Scituate,RI,Yeoman,Providence County,town,686.16
3383,164.0,62.0,82.0,31.0,96.0,,Rehoboth,MA,Yeoman,Bristol County,town,164.62
3384,60.0,56.0,30.0,28.0,16.0,33.0,Providence,RI,Mason,Providence County,town,60.56
3385,337.0,44.0,168.0,72.0,193.0,12.0,Plainfield,CT,Widow,Windham County,town,337.44
3386,266.0,67.0,133.0,33.0,144.0,,Providence,RI,Housewright,Providence County,town,266.67
3387,9.0,62.0,4.0,80.0,9.0,64.0,Johnston,RI,Yeoman,Providence County,town,9.62
3388,,,,,50.0,,,,,,other,
3389,615.0,16.0,307.0,58.0,180.0,,,,Administrators to the Estate of Nicholas Cooke Esquire Deceased,,other,615.16
3390,26.0,67.0,13.0,33.0,218.0,40.0,Smithfield,RI,Yeoman,Providence County,town,26.67
3391,30.0,45.0,15.0,22.0,28.0,43.0,Somerset,MA,Esquire,Bristol County,town,30.45
3392,503.0,80.0,251.0,90.0,425.0,58.0,New London,CT,Merchant,New London County,town,503.8
3393,177.0,82.0,88.0,91.0,149.0,96.0,New London,CT,Widow,New London County,town,177.82
3394,3856.0,16.0,1928.0,7.0,2163.0,12.0,Boston,MA,Merchant,Suffolk County,town,3856.16
3395,59.0,34.0,29.0,67.0,16.0,,Coventry,RI,Widow,Kent County,town,59.34
3396,101.0,57.0,50.0,78.0,100.0,44.0,Warwick,RI,Yeoman,Kent County,town,101.57
3397,144.0,30.0,72.0,14.0,327.0,95.0,Providence,RI,Merchant,Providence County,town,144.3
3398,517.0,34.0,258.0,66.0,175.0,66.0,,,Trustee,,other,517.34
3399,2183.0,63.0,1091.0,81.0,1346.0,32.0,Newport,RI,Merchant,Newport County,town,2183.63
3400,147.0,56.0,73.0,77.0,109.0,82.0,Providence,RI,Innholder,Providence County,town,147.56
3401,134.0,43.0,67.0,21.0,36.0,27.0,Warwick,RI,Widow,Kent County,town,134.43
3402,466.0,67.0,233.0,33.0,126.0,,,,adminstratrix to her to the Est of her Late Husband Geo Bacon,,other,466.67
3403,2728.0,11.0,1364.0,5.0,1302.0,84.0,Warren,RI,Esquire,Bristol County,town,2728.11
3404,466.0,67.0,233.0,33.0,126.0,,Cranston,RI,Merchant,Providence County,town,466.67
3405,5233.0,14.0,2616.0,57.0,1476.0,26.0,Rehoboth,MA,Merchant,Bristol County,town,5233.14
3406,813.0,47.0,406.0,73.0,219.0,63.0,Boston,MA,Spinster,Suffolk County,town,813.47
3407,85.0,67.0,42.0,83.0,80.0,73.0,Providence,RI,Mariner,Providence County,town,85.67
3408,160.0,22.0,80.0,10.0,307.0,57.0,Rehoboth,MA,Esquire,Bristol County,town,160.22
3409,1496.0,81.0,748.0,40.0,1123.0,,Newport,RI,Esquire,Newport County,town,1496.81
3410,50.0,84.0,25.0,41.0,40.0,58.0,Warwick,RI,Yeoman,Kent County,town,50.84
3411,466.0,67.0,233.0,33.0,126.0,,Warwick,RI,Merchant,Kent County,town,466.67
3412,568.0,96.0,284.0,47.0,242.0,46.0,Providence,RI,Esquire,Providence County,town,568.96
3413,11.0,46.0,5.0,72.0,10.0,43.0,Charlestown,RI,Esquire,Washington County,town,11.46
3414,222.0,53.0,111.0,26.0,338.0,30.0,Providence,RI,Merchant,Providence County,town,222.53
3415,50.0,47.0,25.0,23.0,,,Providence,RI,Widow,Providence County,town,50.47
3416,120.0,25.0,60.0,12.0,80.0,14.0,Providence,RI,Physician,Providence County,town,120.25
3417,,,,,373.0,45.0,,,,,other,
3418,119.0,22.0,59.0,61.0,,,Providence,RI,Spinster,Providence County,town,119.22
3419,21.0,88.0,10.0,93.0,,,Providence,RI,Physician,Providence County,town,21.88
3420,19.0,69.0,9.0,84.0,,,Providence,RI,Merchant,Providence County,town,19.69
3421,13.0,69.0,6.0,84.0,,,Providence,RI,Esquire,Providence County,town,13.69
3422,16.0,50.0,8.0,25.0,,,Providence,RI,Esquire,Providence County,town,16.5
3423,6.0,57.0,3.0,28.0,,,Cranston,RI,Gentleman,Providence County,town,6.57
3424,132.0,1.0,66.0,,51.0,,Providence,RI,Gentleman,Providence County,town,132.01
3425,1027.0,62.0,513.0,80.0,669.0,91.0,Scituate,RI,Physician,Providence County,town,1027.62
3426,203.0,14.0,101.0,57.0,170.0,20.0,Smithfield,RI,Yeoman,Providence County,town,203.14
3427,434.0,60.0,217.0,30.0,425.0,2.0,Grafton Massachusetts,MA,Broker,Worcester County,town,434.6
3428,1064.0,63.0,532.0,81.0,599.0,60.0,Boston,MA,Merchant,Suffolk County,town,1064.63
3429,,,,,189.0,,,,,,other,
3430,6457.0,38.0,3228.0,69.0,4985.0,28.0,Providence,RI,Merchant,Providence County,town,6457.38
3431,113.0,15.0,56.0,57.0,148.0,18.0,Providence,RI,Merchant,Providence County,town,113.15
3432,473.0,54.0,236.0,77.0,283.0,84.0,Providence,RI,Mariner,Providence County,town,473.54
3433,53.0,34.0,26.0,66.0,58.0,40.0,Cranston,RI,Labourer,Providence County,town,53.34
3434,203.0,14.0,101.0,57.0,194.0,13.0,Boston,MA,Merchants,Suffolk County,town,203.14
3435,98.0,48.0,49.0,23.0,36.0,,Providence,RI,Esquire,Providence County,town,98.48
3436,540.0,38.0,270.0,19.0,218.0,52.0,Warren,RI,Esquire,Bristol County,town,540.38
3437,453.0,34.0,226.0,66.0,337.0,40.0,Swansea,MA,Widow,Bristol County,town,453.34
3438,367.0,99.0,183.0,97.0,252.0,25.0,Cranston,RI,Blacksmith,Providence County,town,367.99
3439,198.0,18.0,99.0,8.0,72.0,,West Greenwich,RI,Yeoman,Kent County,town,198.18
3440,673.0,64.0,336.0,82.0,825.0,25.0,Charlestown,RI,Esquire,Washington County,town,673.64
3441,404.0,52.0,202.0,25.0,392.0,80.0,Providence,RI,Innholder,Providence County,town,404.52
3442,1470.0,46.0,735.0,22.0,558.0,,Providence,RI,Widow,Providence County,town,1470.46
3443,93.0,81.0,46.0,90.0,95.0,76.0,Rehoboth,MA,Esquire,Bristol County,town,93.81
3444,1908.0,4.0,954.0,2.0,1803.0,30.0,Warwick,RI,Yeoman,Kent County,town,1908.04
3445,51.0,77.0,25.0,88.0,49.0,71.0,Charlestown,RI,Esquire,Washington County,town,51.77
3446,405.0,96.0,202.0,97.0,149.0,42.0,,,Administrators to the Estate of John Demount Deceased,,other,405.96
3447,275.0,28.0,137.0,64.0,96.0,,Warren,RI,Widow,Bristol County,town,275.28
3448,,,,,160.0,,,,,,other,
3449,126.0,23.0,63.0,11.0,65.0,16.0,Providence,RI,Widow,Providence County,town,126.23
3450,589.0,42.0,294.0,71.0,553.0,33.0,Providence,RI,Spinster,Providence County,town,589.42
3451,198.0,18.0,99.0,8.0,72.0,,Providence,RI,Merchant,Providence County,town,198.18
3452,29.0,71.0,14.0,85.0,30.0,28.0,Providence,RI,Mariner,Providence County,town,29.71
3453,2000.0,3.0,1000.0,1.0,2200.0,,Providence,RI,Merchant,Providence County,town,2000.03
3454,4670.0,28.0,2335.0,14.0,,,Providence,RI,Merchant,Providence County,town,4670.28
3455,72.0,,36.0,,63.0,3.0,Newport,RI,Merchant,Newport County,town,
3456,2350.0,32.0,1175.0,16.0,1463.0,45.0,Newport,RI,Widow,Newport County,town,2350.32
3457,246.0,19.0,123.0,9.0,276.0,,Newport,RI,Widow,Newport County,town,246.19
3458,3288.0,36.0,1644.0,17.0,2270.0,7.0,Newport,RI,Merchant,Newport County,town,3288.36
3459,713.0,38.0,356.0,68.0,361.0,45.0,Providence,RI,Merchant,Providence County,town,713.38
3460,33.0,37.0,16.0,68.0,24.0,78.0,Warwick,RI,Yeoman,Kent County,town,33.37
3461,616.0,12.0,308.0,6.0,164.0,62.0,Newport,RI,Merchant,Newport County,town,616.12
3462,130.0,42.0,65.0,20.0,51.0,93.0,Providence,RI,Innholder,Providence County,town,130.42
3463,3476.0,89.0,1738.0,44.0,1010.0,75.0,Providence,RI,Merchant,Providence County,town,3476.89
3464,1252.0,12.0,626.0,5.0,711.0,83.0,Providence,RI,Esquire,Providence County,town,1252.12
3465,445.0,45.0,222.0,72.0,253.0,22.0,Providence,RI,Doctor,Providence County,town,445.45
3466,33711.0,9.0,16855.0,54.0,12573.0,32.0,Providence,RI,Merchant,Providence County,town,33711.09
3467,179.0,8.0,89.0,53.0,158.0,44.0,South Kingston,RI,Esquire,Washington County,town,179.08
3468,192.0,71.0,96.0,35.0,203.0,34.0,Bridgewater,MA,,Plymouth County,town,192.71
3469,52.0,70.0,26.0,35.0,14.0,22.0,South Kingstone,RI,Yeoman,Washington County,town,52.7
3470,1700.0,20.0,850.0,10.0,1460.0,90.0,Newport,RI,Merchant,Newport County,town,1700.2
3471,1201.0,80.0,600.0,89.0,805.0,85.0,Newport,RI,Gentleman,Newport County,town,1201.8
3472,633.0,28.0,316.0,63.0,592.0,92.0,Newport,RI,Merchant,Newport County,town,633.28
3473,,,,,87.0,54.0,,,,,other,
3474,200.0,,100.0,,72.0,,Bristol,RI,Widow,Bristol County,town,
3475,15.0,42.0,7.0,70.0,19.0,25.0,West Greenwich,RI,Esquire,Kent County,town,15.42
3476,295.0,44.0,147.0,71.0,254.0,28.0,Attleborough,MA,Yeoman,Bristol County,town,295.44
3477,113.0,10.0,56.0,55.0,75.0,17.0,Johnson,RI,Yeoman,Providence County,town,113.1
3478,698.0,72.0,349.0,35.0,826.0,77.0,London,,Esquire,,other,698.72
3479,96.0,17.0,48.0,8.0,49.0,17.0,Warren,RI,Esquire,Bristol County,town,96.17
3480,94.0,14.0,47.0,6.0,61.0,30.0,Smithfield,RI,Yeoman,Providence County,town,94.14
3481,2576.0,80.0,1288.0,40.0,948.0,88.0,Providence,RI,Esquire,Providence County,town,2576.8
3482,17.0,85.0,8.0,92.0,20.0,8.0,Portsmouth,RI,Yeoman,Newport County,town,17.85
3483,426.0,24.0,213.0,11.0,312.0,18.0,Warren,RI,Hatter,Bristol County,town,426.24
3484,114.0,88.0,57.0,44.0,165.0,80.0,Bristol,RI,Shoemaker,Bristol County,town,114.88
3485,753.0,14.0,376.0,56.0,741.0,65.0,Barrington,RI,Yeoman,Bristol County,town,753.14
3486,38.0,19.0,19.0,9.0,16.0,1.0,Scituate,RI,Yeoman,Providence County,town,38.19
3487,913.0,29.0,456.0,64.0,1011.0,12.0,Providence,RI,Mariner,Providence County,town,913.29
3488,124.0,68.0,62.0,34.0,105.0,87.0,Barrington,RI,Yeoman,Bristol County,town,124.68
3489,413.0,92.0,206.0,95.0,379.0,70.0,Attleborough,MA,Yeoman,Bristol County,town,413.92
3490,181.0,74.0,90.0,86.0,145.0,81.0,Newport,RI,Esquire,Newport County,town,181.74
3491,1698.0,15.0,849.0,7.0,1264.0,12.0,Newport,RI,Esquire,Newport County,town,1698.15
3492,20.0,63.0,10.0,31.0,14.0,73.0,Barrington,RI,Yeoman,Bristol County,town,20.63
3493,30.0,25.0,15.0,12.0,11.0,11.0,Barrington,RI,Esquire,Bristol County,town,30.25
3494,49.0,76.0,24.0,88.0,42.0,91.0,Providence,RI,Shipwright,Providence County,town,49.76
3495,155.0,56.0,77.0,78.0,175.0,41.0,Providence,RI,Esquire,Providence County,town,155.56
3496,150.0,78.0,75.0,38.0,439.0,98.0,Cranston,RI,Yeoman,Providence County,town,150.78
3497,21.0,34.0,10.0,66.0,15.0,93.0,North Kingston,RI,Esquire,Washington County,town,21.34
3498,600.0,,300.0,,162.0,,Newport,RI,Gentleman,Newport County,town,
3499,656.0,16.0,328.0,7.0,239.0,46.0,Newport,RI,Merchant,Newport County,town,656.16
3500,48.0,59.0,24.0,29.0,13.0,11.0,Exeter,RI,Esquire,Washington County,town,48.59
3501,234.0,42.0,117.0,20.0,359.0,78.0,Exeter,RI,Esquire,Washington County,town,234.42
3502,18.0,25.0,9.0,12.0,16.0,73.0,Newport,RI,Merchant,Newport County,town,18.25
3503,8.0,56.0,4.0,27.0,2.0,30.0,Richmond,RI,Esquire,Washington County,town,8.56
3504,8.0,56.0,4.0,27.0,7.0,77.0,Richmond,RI,Esquire,Washington County,town,8.56
3505,39.0,96.0,19.0,97.0,10.0,77.0,Newport,RI,Shipwright,Newport County,town,39.96
3506,235.0,70.0,117.0,84.0,82.0,17.0,Newport,RI,Butcher,Newport County,town,235.7
3507,61.0,44.0,30.0,72.0,44.0,1.0,Newport,RI,Esquire,Newport County,town,61.44
3508,5.0,70.0,2.0,85.0,14.0,18.0,Exeter,RI,Esquire,Washington County,town,5.7
3509,640.0,83.0,320.0,41.0,1050.0,4.0,Newport,RI,Merchant,Newport County,town,640.83
3510,14.0,20.0,7.0,10.0,11.0,69.0,Tiverton,RI,Esquire,Newport County,town,14.2
3511,768.0,88.0,384.0,44.0,270.0,,Tiverton,RI,Esquire,Newport County,town,768.88
3512,196.0,88.0,98.0,44.0,179.0,17.0,Little Compton,RI,Yeoman,Newport County,town,196.88
3513,1235.0,23.0,617.0,61.0,921.0,6.0,Newport,RI,Merchant,Newport County,town,1235.23
3514,185.0,78.0,92.0,79.0,168.0,,Newport,RI,Esquire,Newport County,town,185.78
3515,8.0,34.0,4.0,16.0,9.0,56.0,Newport,RI,Merchant,Newport County,town,8.34
3516,833.0,36.0,416.0,68.0,360.0,,North Kingston,RI,Esquire,Washington County,town,833.36
3517,37.0,2.0,18.0,51.0,26.0,74.0,Little Compton,RI,Yeoman,Newport County,town,37.02
