,6p_Dollar,6p_Cents,6p_def_Dollar,6p_def_Cents,3p_Dollar,3p_Cents,town,state,occupation,county,name_type,6p_total
3518,633.0,34.0,316.0,66.0,379.0,,Newport,RI,Merchant,Newport County,town,633.34
3519,18.0,67.0,9.0,33.0,19.0,12.0,South Kingston,RI,Esquire,Washington County,town,18.67
3520,15.0,42.0,7.0,71.0,13.0,34.0,Newport,RI,Yeoman,Newport County,town,15.42
3521,290.0,54.0,145.0,27.0,78.0,43.0,South Kingston,RI,Esquire,Washington County,town,290.54
3522,15.0,21.0,7.0,60.0,13.0,93.0,Newport,RI,Merchant,Newport County,town,15.21
3523,33.0,87.0,16.0,93.0,37.0,85.0,Newport,RI,Merchant,Newport County,town,33.87
3524,1074.0,48.0,537.0,29.0,2698.0,20.0,Newport,RI,Esquire,Newport County,town,1074.48
3525,1250.0,91.0,625.0,45.0,687.0,87.0,Newport,RI,Cooper,Newport County,town,1250.91
3526,28.0,67.0,14.0,33.0,15.0,46.0,North Kingston,RI,Esquire,Washington County,town,28.67
3527,159.0,88.0,79.0,93.0,158.0,33.0,Newport,RI,Esquire,Newport County,town,159.88
3528,39.0,11.0,19.0,55.0,14.0,7.0,Middletown,CT,Yeoman,Middlesex County,town,39.11
3529,45.0,34.0,22.0,66.0,45.0,68.0,Tiverton,RI,Gentleman,Newport County,town,45.34
3530,,,,,26.0,86.0,,,,,other,
3531,77.0,71.0,38.0,85.0,34.0,22.0,Tiverton,RI,Gentleman,Newport County,town,77.71
3532,42.0,70.0,21.0,35.0,32.0,42.0,Tiverton,RI,Widow,Newport County,town,42.7
3533,13.0,82.0,6.0,92.0,3.0,73.0,Newport,RI,Labourer,Newport County,town,13.82
3534,825.0,72.0,412.0,85.0,224.0,45.0,Newport,RI,Mariner,Newport County,town,825.72
3535,109.0,54.0,54.0,76.0,59.0,14.0,Newport,RI,Merchant,Newport County,town,109.54
3536,532.0,22.0,266.0,10.0,530.0,88.0,Newport,RI,Merchant,Newport County,town,532.22
3537,400.0,,200.0,,247.0,,Newport,RI,Widow,Newport County,town,
3538,13.0,21.0,6.0,61.0,4.0,74.0,Middletown,CT,Yeoman,Middlesex County,town,13.21
3539,281.0,96.0,140.0,97.0,104.0,23.0,Swansea,MA,Yeoman,Bristol County,town,281.96
3540,1269.0,72.0,634.0,85.0,1211.0,16.0,Charleston South Carolina,SC,,Charleston County,town,1269.72
3541,37.0,78.0,18.0,89.0,36.0,90.0,Newport,RI,Merchant,Newport County,town,37.78
3542,50.0,14.0,25.0,6.0,27.0,35.0,Cranston,RI,Trader,Providence County,town,50.14
3543,15.0,21.0,7.0,60.0,12.0,56.0,South Kingston,RI,Esquire,Washington County,town,15.21
3544,840.0,69.0,420.0,34.0,794.0,97.0,Barrington,RI,Esquire,Bristol County,town,840.69
3545,16.0,67.0,8.0,33.0,14.0,67.0,Barrington,RI,Yeoman,Bristol County,town,16.67
3546,11.0,41.0,5.0,70.0,6.0,14.0,Attleborough,MA,Spinster,Bristol County,town,11.41
3547,151.0,56.0,75.0,77.0,81.0,64.0,Warwick,RI,,Kent County,town,151.56
3548,274.0,8.0,137.0,3.0,190.0,15.0,Tiverton,RI,Esquire,Newport County,town,274.08
3549,131.0,11.0,65.0,55.0,104.0,3.0,Foster,RI,Treasurer Town Foster,Providence County,town,131.11
3550,80.0,80.0,40.0,40.0,36.0,,Newport,RI,Merchant,Newport County,town,80.8
3551,58.0,45.0,29.0,22.0,33.0,90.0,West Greenwich,RI,Yeoman,Kent County,town,58.45
3552,7.0,68.0,3.0,83.0,6.0,91.0,West Greenwich,RI,Yeoman,Kent County,town,7.68
3553,77.0,60.0,38.0,80.0,56.0,13.0,West Greenwich,RI,Yeoman,Kent County,town,77.6
3554,175.0,78.0,87.0,89.0,72.0,,North Kingston,RI,Esquire,Washington County,town,175.78
3555,1065.0,62.0,532.0,80.0,772.0,28.0,Scituate,RI,Esquire,Providence County,town,1065.62
3556,80.0,89.0,40.0,44.0,29.0,53.0,Providence,RI,Merchant,Providence County,town,80.89
3557,99.0,9.0,49.0,54.0,132.0,80.0,Falmouth Massachusetts,MA,Reverend,Barnstable County,town,99.09
3558,279.0,43.0,139.0,71.0,76.0,98.0,Scituate,RI,Esquire,Providence County,town,279.43
3559,158.0,12.0,79.0,6.0,165.0,14.0,Charleston South Carolina,SC,,Charleston County,town,158.12
3560,98.0,48.0,49.0,23.0,48.0,,Dudley,MA,Yeoman,Worcester County,town,98.48
3561,633.0,94.0,316.0,96.0,458.0,7.0,Swansea,MA,Esquire,Bristol County,town,633.94
3562,687.0,51.0,343.0,75.0,247.0,45.0,Scituate,RI,Esquire,Providence County,town,687.51
3563,23.0,6.0,11.0,52.0,18.0,47.0,Barrington,RI,Esquire,Bristol County,town,23.06
3564,666.0,66.0,333.0,32.0,210.0,44.0,Providence,RI,Esquire,Providence County,town,666.66
3565,120.0,83.0,60.0,41.0,85.0,66.0,Warren,RI,Treasurer of the Baptist Benevolent Society in Warren,Bristol County,town,120.83
3566,110.0,16.0,55.0,8.0,99.0,63.0,Warren,RI,Widow,Bristol County,town,110.16
3567,241.0,38.0,120.0,65.0,166.0,59.0,Boston,MA,Merchant,Suffolk County,town,241.38
3568,,,,,427.0,78.0,,,,,other,
3569,266.0,67.0,133.0,33.0,122.0,,Warren,RI,Trader,Bristol County,town,266.67
3570,124.0,50.0,62.0,25.0,37.0,53.0,Providence,RI,Extors to the Late Jn Jenckes Esq Deceased,Providence County,town,124.5
3571,480.0,,240.0,,24095.0,11.0,Providence,RI,Extors to the Late Nicholas Brown Esq Deceased,Providence County,town,
3572,266.0,67.0,133.0,33.0,144.0,,Providence,RI,Merchant,Providence County,town,266.67
3573,82.0,71.0,41.0,35.0,62.0,95.0,Boston,MA,Widow,Suffolk County,town,82.71
3574,43.0,79.0,21.0,89.0,15.0,75.0,Providence,RI,Traders In Company,Providence County,town,43.79
3575,58.0,67.0,29.0,33.0,39.0,57.0,Providence,RI,Mariner,Providence County,town,58.67
3576,1195.0,69.0,597.0,84.0,1245.0,4.0,Cranston,RI,Esquire,Providence County,town,1195.69
3577,329.0,16.0,164.0,57.0,230.0,74.0,Providence,RI,Treasurer to the Charitable Baptist Society in Providence,Providence County,town,329.16
3578,871.0,88.0,435.0,93.0,1014.0,97.0,West Greenwich,RI,Esquire,Kent County,town,871.88
3579,96.0,6.0,48.0,3.0,90.0,,West Greenwich,RI,Yeoman,Kent County,town,96.06
3580,1487.0,19.0,743.0,59.0,604.0,27.0,Providence,RI,Merchant,Providence County,town,1487.19
3581,53.0,34.0,26.0,66.0,34.0,34.0,,,Trustee to Geo and William Peck,,other,53.34
3582,29.0,42.0,14.0,71.0,23.0,11.0,Providence,RI,Merchant,Providence County,town,29.42
3583,8.0,33.0,4.0,16.0,5.0,55.0,Barrington,RI,Yeoman,Bristol County,town,8.33
3584,95.0,16.0,47.0,57.0,75.0,95.0,Providence,RI,Trader,Providence County,town,95.16
3585,303.0,36.0,151.0,68.0,116.0,31.0,Providence,RI,Merchant,Providence County,town,303.36
3586,402.0,42.0,201.0,20.0,113.0,35.0,Warren,RI,Hatter,Bristol County,town,402.42
3587,187.0,10.0,93.0,55.0,169.0,93.0,Warwick,RI,Esquire,Kent County,town,187.1
3588,181.0,80.0,90.0,90.0,144.0,21.0,Scituate,RI,Treasurer of Scituate,Providence County,town,181.8
3589,43.0,45.0,21.0,72.0,40.0,97.0,Scituate,RI,Yeoman,Providence County,town,43.45
3590,27.0,81.0,13.0,90.0,28.0,14.0,Attleborough,MA,Yeoman,Bristol County,town,27.81
3591,53.0,34.0,26.0,66.0,14.0,40.0,Newport,RI,Merchant,Newport County,town,53.34
3592,159.0,12.0,79.0,55.0,42.0,95.0,Providence,RI,Merchant,Providence County,town,159.12
3593,64.0,89.0,32.0,44.0,32.0,8.0,Portsmouth,RI,Yeoman,Newport County,town,64.89
3594,1000.0,,500.0,,270.0,,Providence,RI,Administratrix to the Estate of Joshua Brown Esquire Deceased,Providence County,town,
3595,643.0,75.0,321.0,87.0,764.0,53.0,Providence,RI,Merchant,Providence County,town,643.75
3596,316.0,25.0,158.0,12.0,330.0,30.0,Rehoboth,MA,Merchant,Bristol County,town,316.25
3597,5.0,,2.0,50.0,,,Newport,RI,Yeoman,Newport County,town,
3598,1807.0,80.0,903.0,90.0,537.0,97.0,Newport,RI,Merchant,Newport County,town,1807.8
3599,17.0,88.0,8.0,94.0,4.0,82.0,Gloucester,RI,Widow,Providence County,town,17.88
3600,6.0,66.0,3.0,34.0,,,Coventry,RI,Yeoman,Kent County,town,6.66
3601,81.0,60.0,40.0,80.0,29.0,37.0,Newport,RI,Distiller,Newport County,town,81.6
3602,301.0,51.0,150.0,75.0,133.0,96.0,Providence,RI,Mariner,Providence County,town,301.51
3603,16830.0,22.0,8415.0,11.0,4544.0,16.0,Newport,RI,Treasurer of the State of Rhode Island Of Newport Esquire,Newport County,town,16830.22
3604,804.0,70.0,402.0,35.0,289.0,68.0,Roxbury,MA,Yeoman,Suffolk County,town,804.7
3605,4.0,28.0,2.0,13.0,,,Warren,RI,Yeoman,Bristol County,town,4.28
3606,42.0,51.0,21.0,25.0,38.0,24.0,Cranston,RI,Yeoman,Providence County,town,42.51
3607,9.0,69.0,4.0,84.0,5.0,48.0,Warwick,RI,Esquire,Kent County,town,9.69
3608,206.0,37.0,103.0,18.0,258.0,26.0,Bristol,RI,Baker,Bristol County,town,206.37
3609,592.0,75.0,296.0,38.0,180.0,,,,Administrator to the Estate of Jonathan Ellis Deceased,,other,592.75
3610,,,,,52.0,,,,,,other,
3611,439.0,2.0,219.0,51.0,505.0,93.0,Springfield,RI,Esquire,,other,439.02
3612,266.0,67.0,133.0,33.0,72.0,,Providence,RI,Innholder,Providence County,town,266.67
3613,98.0,20.0,49.0,10.0,99.0,50.0,North Providence,RI,Yeoman,Providence County,town,98.2
3614,211.0,32.0,105.0,66.0,151.0,83.0,Bristol,RI,Cooper,Bristol County,town,211.32
3615,106.0,67.0,53.0,33.0,38.0,40.0,Providence,RI,Widow,Providence County,town,106.67
3616,212.0,37.0,106.0,18.0,503.0,96.0,Providence,RI,Merchant,Providence County,town,212.37
3617,192.0,10.0,96.0,5.0,103.0,56.0,Barrington,RI,Esquire,Bristol County,town,192.1
3618,55.0,33.0,27.0,67.0,29.0,88.0,East Greenwich,RI,Esquire,Kent County,town,55.33
3619,34.0,18.0,17.0,8.0,29.0,52.0,Providence,RI,Mariner,Providence County,town,34.18
3620,266.0,67.0,133.0,33.0,72.0,,Providence,RI,Esquire,Providence County,town,266.67
3621,321.0,99.0,160.0,99.0,307.0,63.0,Cambridge Massachusetts,MA,Esquire,Middlesex County,town,321.99
3622,12.0,7.0,6.0,3.0,11.0,66.0,Attleborough,MA,Yeoman,Bristol County,town,12.07
3623,68.0,34.0,34.0,17.0,27.0,65.0,Swansea,MA,Esquire,Bristol County,town,68.34
3624,127.0,81.0,63.0,90.0,118.0,80.0,Providence,RI,Merchant,Providence County,town,127.81
3625,4000.0,,2000.0,,1080.0,,Newport,RI,Treasurer of the State of Rhode Island Of Newport,Newport County,town,
3626,1413.0,44.0,706.0,71.0,1932.0,41.0,Newport,RI,Merchant,Newport County,town,1413.44
3627,123.0,81.0,61.0,91.0,81.0,23.0,Providence,RI,Merchant,Providence County,town,123.81
3628,221.0,22.0,110.0,60.0,227.0,65.0,Providence,RI,Esquire,Providence County,town,221.22
3629,200.0,96.0,100.0,47.0,108.0,50.0,Newport,RI,Esquire,Newport County,town,200.96
3630,113.0,32.0,56.0,65.0,36.0,,Providence,RI,Esquire,Providence County,town,113.32
3631,101.0,57.0,50.0,78.0,121.0,6.0,Boston,MA,Esquire,Suffolk County,town,101.57
3632,1075.0,34.0,537.0,66.0,754.0,27.0,Providence,RI,Esquire,Providence County,town,1075.34
3633,158.0,12.0,79.0,5.0,165.0,15.0,Gloucester,RI,Esquire,Providence County,town,158.12
3634,217.0,20.0,123.0,60.0,160.0,42.0,Little Compton,RI,Physician,Newport County,town,217.2
3635,,,,,53.0,,,,,,other,
3636,164.0,75.0,82.0,37.0,149.0,52.0,Little Compton,RI,Blacksmith,Newport County,town,164.75
3637,533.0,34.0,266.0,66.0,446.0,66.0,Norwich,CT,Merchant,New London County,town,533.34
3638,105.0,42.0,52.0,70.0,100.0,61.0,Little Compton,RI,Gentleman,Newport County,town,105.42
3639,23.0,78.0,11.0,89.0,23.0,21.0,Tiverton,RI,Yeoman,Newport County,town,23.78
3640,436.0,48.0,218.0,24.0,294.0,93.0,Newport,RI,Merchant,Newport County,town,436.48
3641,147.0,92.0,73.0,96.0,85.0,39.0,Providence,RI,Esquire,Providence County,town,147.92
3642,,,,,48.0,70.0,,,,,other,
3643,46.0,21.0,23.0,10.0,153.0,33.0,Providence,RI,Innholder,Providence County,town,46.21
3644,563.0,8.0,281.0,53.0,252.0,71.0,Newport,RI,Esquire,Newport County,town,563.08
3645,49.0,40.0,24.0,69.0,37.0,20.0,Tiverton,RI,Mariner,Newport County,town,49.4
3646,106.0,57.0,50.0,78.0,72.0,,Westport,MA,Esquire,Bristol County,town,106.57
3647,131.0,8.0,65.0,54.0,137.0,93.0,Smithfield,RI,Esquire,Providence County,town,131.08
3648,678.0,90.0,339.0,44.0,189.0,44.0,Newport,RI,Esquire,Newport County,town,678.9
3649,198.0,52.0,99.0,26.0,274.0,32.0,Cranston,RI,Yeoman,Providence County,town,198.52
3650,552.0,52.0,276.0,25.0,360.0,13.0,Newport,RI,Merchant,Newport County,town,552.52
3651,48.0,72.0,21.0,86.0,54.0,95.0,Bristol,RI,Tresurer of the Catholic Society at Bristol,Bristol County,town,48.72
3652,41.0,43.0,20.0,71.0,36.0,43.0,Providence,RI,Esquire,Providence County,town,41.43
3653,260.0,,130.0,,70.0,18.0,Cranston,RI,Yeoman,Providence County,town,
3654,17.0,47.0,3.0,73.0,35.0,,Scituate,RI,Yeoman,Providence County,town,17.47
3655,45.0,78.0,22.0,88.0,32.0,78.0,Providence,RI,Mariner,Providence County,town,45.78
3656,25.0,94.0,7.0,97.0,5.0,73.0,Providence,RI,Mariner,Providence County,town,25.94
3657,4.0,67.0,2.0,33.0,,,Tiverton,RI,Gentleman,Newport County,town,4.67
3658,69.0,87.0,34.0,93.0,56.0,70.0,Charlestown,RI,Yeoman,Washington County,town,69.87
3659,75.0,34.0,37.0,66.0,69.0,27.0,Chesterfield Massachusetts,MA,Yeoman,Hampshire County,town,75.34
3660,38.0,67.0,19.0,33.0,27.0,93.0,Cranston,RI,Yeoman,Providence County,town,38.67
3661,143.0,79.0,71.0,89.0,232.0,11.0,Providence,RI,Esquire,Providence County,town,143.79
3662,35.0,2.0,17.0,51.0,32.0,41.0,Providence,RI,Mariner,Providence County,town,35.02
3663,317.0,98.0,158.0,99.0,6.0,20.0,Cranston,RI,Distiller,Providence County,town,317.98
3664,47.0,50.0,23.0,74.0,604.0,3.0,,,Admin to the Est of Nicholas Cooke Esq Deceased,,other,47.5
3665,124.0,31.0,62.0,15.0,,,Warwick,RI,Yeoman,Kent County,town,124.31
3666,73.0,71.0,36.0,85.0,,,Providence,RI,treasurer of the Town of Providence,Providence County,town,73.71
3667,201.0,88.0,100.0,93.0,,,Scituate,RI,Esquire,Providence County,town,201.88
3668,102.0,72.0,51.0,35.0,,,East Greenwich,RI,Esquire,Kent County,town,102.72
3669,46.0,22.0,23.0,11.0,,,Providence,RI,Esquire,Providence County,town,46.22
3670,31.0,59.0,15.0,79.0,,,Newport,RI,Esquire,Newport County,town,31.59
3671,22.0,10.0,11.0,4.0,,,Warren,RI,Esquire,Bristol County,town,22.1
3672,44.0,36.0,22.0,18.0,,,,,,,other,44.36
3673,53.0,34.0,26.0,66.0,,,Providence,RI,Mariner,Providence County,town,53.34
3674,35.0,27.0,17.0,63.0,,,Providence,RI,Mason,Providence County,town,35.27
3675,25.0,27.0,12.0,63.0,,,Providence,RI,,Providence County,town,25.27
3676,27.0,71.0,13.0,85.0,,,Providence,RI,Mariner,Providence County,town,27.71
3677,8.0,80.0,4.0,40.0,,,Providence,RI,Innholder,Providence County,town,8.8
3678,7.0,82.0,3.0,91.0,,,Providence,RI,Mariner,Providence County,town,7.82
3679,21.0,81.0,10.0,90.0,,,Providence,RI,Merchant,Providence County,town,21.81
3680,36.0,66.0,18.0,32.0,,,Providence,RI,Merchant,Providence County,town,36.66
3681,5.0,2.0,2.0,51.0,,,Smithfield,RI,Yeoman,Providence County,town,5.02
3682,140.0,84.0,70.0,42.0,,,Providence,RI,Merchant,Providence County,town,140.84
3683,87.0,58.0,43.0,78.0,,,Newport,RI,Merchant,Newport County,town,87.58
3684,57.0,83.0,28.0,91.0,,,Newport,RI,Merchant,Newport County,town,57.83
3685,18.0,69.0,9.0,34.0,,,Coventry,RI,Yeoman,Kent County,town,18.69
3686,15.0,52.0,7.0,75.0,,,Warwick,RI,Esquire,Kent County,town,15.52
3687,11.0,60.0,5.0,79.0,,,Cranston,RI,Trader,Providence County,town,11.6
3688,12.0,69.0,6.0,34.0,,,Bristol,RI,Spinster,Bristol County,town,12.69
3689,10.0,,5.0,,,,Rehoboth,MA,Yeoman,Bristol County,town,
3690,63.0,14.0,31.0,57.0,,,Cranston,RI,Yeoman,Providence County,town,63.14
3691,7.0,30.0,3.0,65.0,,,Cranston,RI,Yeoman,Providence County,town,7.3
3692,15.0,82.0,7.0,90.0,,,Cranston,RI,Yeoman,Providence County,town,15.82
3693,6.0,95.0,3.0,47.0,,,Swansea,MA,Esquire,Bristol County,town,6.95
3694,4.0,26.0,2.0,13.0,,,Smithfield,RI,Esquire,Providence County,town,4.26
3695,451.0,34.0,225.0,67.0,,,Newport,RI,Esquire,Newport County,town,451.34
3696,609.0,42.0,304.0,71.0,432.0,,New York,NY,Merchant,,state,609.42
3697,1456.0,63.0,728.0,31.0,1013.0,88.0,Providence,RI,Merchant,Providence County,town,1456.63
3698,,,,,70.0,44.0,,,,,other,
3699,26.0,34.0,13.0,17.0,48.0,7.0,Newport,RI,Esquire,Newport County,town,26.34
3700,332.0,21.0,166.0,10.0,144.0,80.0,Providence,RI,Innholder,Providence County,town,332.21
3701,9.0,54.0,4.0,76.0,8.0,86.0,Johnson,RI,Yeoman,Providence County,town,9.54
3702,,,,,23.0,6.0,,,,,other,
3703,25.0,57.0,12.0,78.0,26.0,84.0,Providence,RI,Mariner,Providence County,town,25.57
3704,1867.0,88.0,933.0,93.0,517.0,20.0,New York,NY,Merchants,,state,1867.88
3705,1000.0,97.0,500.0,48.0,436.0,92.0,Rehoboth,MA,Yeoman,Bristol County,town,1000.97
3706,116.0,31.0,58.0,15.0,122.0,2.0,Providence,RI,Esquire,Providence County,town,116.31
3707,216.0,14.0,108.0,7.0,93.0,27.0,Newport,RI,Esquire,Newport County,town,216.14
3708,658.0,47.0,329.0,23.0,558.0,50.0,Norwich,CT,Merchant,New London County,town,658.47
3709,134.0,75.0,67.0,37.0,120.0,51.0,Charlestown,RI,Esquire,Washington County,town,134.75
3710,302.0,57.0,151.0,29.0,262.0,36.0,Little Compton,RI,Yeoman,Newport County,town,302.57
3711,14.0,21.0,7.0,11.0,11.0,68.0,Tiverton,RI,Yeoman,Newport County,town,14.21
3712,,,,,20.0,,,,,,other,
3713,16.0,35.0,8.0,17.0,4.0,40.0,Providence,RI,Deacon,Providence County,town,16.35
3714,5.0,,2.0,50.0,64.0,85.0,Providence,RI,Esquire,Providence County,town,
3715,321.0,49.0,160.0,74.0,265.0,5.0,South Kingston,RI,Mariner,Washington County,town,321.49
3716,20.0,7.0,10.0,3.0,20.0,25.0,East Greenwich,RI,Yeoman,Kent County,town,20.07
3717,31.0,4.0,15.0,52.0,28.0,52.0,Tiverton,RI,Esquire,Newport County,town,31.04
3718,200.0,34.0,100.0,17.0,204.0,36.0,Providence,RI,Merchant,Providence County,town,200.34
3719,133.0,34.0,66.0,66.0,92.0,,Freetown,MA,Yeoman,Bristol County,town,133.34
3720,15.0,52.0,7.0,75.0,15.0,63.0,Tiverton,RI,Widow,Newport County,town,15.52
3721,16.0,69.0,8.0,34.0,6.0,,Exeter,RI,Yeoman,Washington County,town,16.69
3722,16.0,69.0,8.0,34.0,6.0,,North Kingstone,RI,Esquire,Washington County,town,16.69
3723,,,,,106.0,,,,,,other,
3724,5.0,77.0,2.0,88.0,5.0,55.0,Providence,RI,Reverend,Providence County,town,5.77
3725,29.0,80.0,14.0,90.0,8.0,4.0,Providence,RI,Esquire,Providence County,town,29.8
3726,24.0,10.0,12.0,4.0,8.0,66.0,Providence,RI,Mariner,Providence County,town,24.1
3727,21.0,35.0,10.0,67.0,21.0,42.0,Cranston,RI,Esquire,Providence County,town,21.35
3728,186.0,80.0,93.0,40.0,150.0,20.0,Providence,RI,Esquire,Providence County,town,186.8
3729,266.0,67.0,133.0,33.0,72.0,,Norton,MA,Esquire,Bristol County,town,266.67
3730,200.0,,100.0,,115.0,55.0,Providence,RI,Goldsmith,Providence County,town,
3731,34.0,37.0,17.0,18.0,108.0,76.0,Providence,RI,Merchant,Providence County,town,34.37
3732,90.0,98.0,45.0,48.0,47.0,81.0,Providence,RI,Esquire,Providence County,town,90.98
3733,131.0,77.0,65.0,88.0,102.0,,Providence,RI,Esquire,Providence County,town,131.77
3734,12.0,22.0,6.0,11.0,11.0,,Ashford,CT,Yeoman,Windham County,town,12.22
3735,218.0,28.0,109.0,14.0,118.0,25.0,Providence,RI,Merchant,Providence County,town,218.28
3736,19.0,76.0,9.0,88.0,18.0,37.0,Newport,RI,Widow,Newport County,town,19.76
3737,56.0,29.0,28.0,14.0,83.0,7.0,Providence,RI,,Providence County,town,56.29
3738,38.0,80.0,19.0,40.0,28.0,2.0,Providence,RI,Merchant,Providence County,town,38.8
3739,163.0,78.0,81.0,89.0,55.0,51.0,Warwick,RI,Widow,Kent County,town,163.78
3740,42.0,62.0,21.0,30.0,35.0,6.0,Tiverton,RI,Yeoman,Newport County,town,42.62
3741,8.0,92.0,4.0,46.0,,,Scituate,RI,Yeoman,Providence County,town,8.92
3742,32.0,97.0,16.0,48.0,30.0,39.0,Exeter,RI,Esquire,Washington County,town,32.97
3743,16.0,48.0,8.0,23.0,15.0,20.0,Exeter,RI,Esquire,Washington County,town,16.48
3744,16.0,47.0,8.0,24.0,15.0,20.0,Exeter,RI,Esquire,Washington County,town,16.47
3745,5.0,72.0,2.0,86.0,5.0,75.0,Warren,RI,Yeoman,Bristol County,town,5.72
3746,4.0,43.0,2.0,22.0,4.0,9.0,Providence,RI,Blockmaker,Providence County,town,4.43
3747,715.0,56.0,357.0,77.0,500.0,51.0,Providence,RI,Gentleman,Providence County,town,715.56
3748,83.0,16.0,41.0,58.0,82.0,7.0,North Providence,RI,Yeoman,Providence County,town,83.16
3749,218.0,57.0,109.0,28.0,59.0,,North Kingstown,RI,Esquire,Washington County,town,218.57
3750,41.0,46.0,20.0,72.0,41.0,91.0,Warren,RI,Yeoman,Bristol County,town,41.46
3751,400.0,9.0,200.0,4.0,168.0,,South Kingston,RI,Yeoman,Washington County,town,400.09
3752,565.0,99.0,282.0,99.0,474.0,15.0,Charlestown,RI,Yeoman,Washington County,town,565.99
3753,107.0,62.0,53.0,80.0,29.0,4.0,Providence,RI,Gentleman,Providence County,town,107.62
3754,167.0,98.0,83.0,98.0,87.0,41.0,Stoughton now of Providence,RI,Broker,Providence County,town,167.98
3755,108.0,91.0,54.0,45.0,148.0,66.0,Newport,RI,Merchant,Newport County,town,108.91
3756,507.0,85.0,253.0,92.0,180.0,,Attleborough,MA,Esquire,Bristol County,town,507.85
3757,11.0,82.0,5.0,90.0,3.0,17.0,Providence,RI,Mariner,Providence County,town,11.82
3758,391.0,27.0,195.0,63.0,910.0,30.0,Providence,RI,Auctioneers,Providence County,town,391.27
3759,191.0,85.0,95.0,92.0,221.0,9.0,Providence,RI,Merchant,Providence County,town,191.85
3760,26.0,41.0,13.0,21.0,14.0,71.0,Newport,RI,Esquire,Newport County,town,26.41
3761,671.0,16.0,335.0,57.0,586.0,92.0,Boston,MA,Broker,Suffolk County,town,671.16
3762,,,,,96.0,72.0,,,,,other,
3763,533.0,34.0,266.0,66.0,145.0,,Johnson,RI,Esquire,Providence County,town,533.34
3764,98.0,47.0,49.0,24.0,132.0,73.0,Sutton,MA,Yeoman,Worcester County,town,98.47
3765,66.0,67.0,33.0,33.0,60.0,46.0,Providence,RI,Distiller,Providence County,town,66.67
3766,266.0,67.0,133.0,33.0,72.0,,Providence,RI,Merchant,Providence County,town,266.67
3767,,,,,239.0,,,,,,other,
3768,58.0,64.0,29.0,32.0,21.0,12.0,Tiverton,RI,in behalf of the Proprietors of Tiverton,Newport County,town,58.64
3769,266.0,66.0,133.0,34.0,72.0,,Providence,RI,Merchant,Providence County,town,266.66
3770,71.0,54.0,35.0,77.0,30.0,47.0,Providence,RI,Esquire,Providence County,town,71.54
3771,69.0,9.0,34.0,54.0,55.0,14.0,Providence,RI,Merchant,Providence County,town,69.09
3772,276.0,67.0,138.0,33.0,243.0,20.0,Providence,RI,Esquire,Providence County,town,276.67
3773,68.0,48.0,34.0,24.0,70.0,62.0,Providence,RI,Merchant,Providence County,town,68.48
3774,40.0,67.0,20.0,33.0,25.0,96.0,Alexandria,NH,Merchant,Grafton County,town,40.67
3775,12.0,96.0,6.0,48.0,9.0,13.0,North Providence,RI,Yeoman,Providence County,town,12.96
3776,3.0,52.0,1.0,76.0,,,Newport,RI,Broker,Newport County,town,3.52
3777,8.0,12.0,4.0,6.0,1.0,11.0,Providence,RI,,Providence County,town,8.12
3778,891.0,7.0,445.0,53.0,320.0,78.0,Newport,RI,Esquire,Newport County,town,891.07
3779,2990.0,1.0,1495.0,,,,Newport,RI,Treasurer of the State of Rhode Island Of Newport,Newport County,town,2990.01
3780,45.0,89.0,22.0,94.0,,,Providence,RI,Auctioneers,Providence County,town,45.89
3781,25.0,66.0,12.0,83.0,,,North Providence,RI,Esquire,Providence County,town,25.66
3782,3.0,42.0,1.0,70.0,,,North Providence,RI,Yeoman,Providence County,town,3.42
3783,23.0,28.0,11.0,64.0,,,Charlestown,RI,Esquire,Washington County,town,23.28
3784,41.0,3.0,20.0,51.0,,,Rehoboth,MA,Esquire,Bristol County,town,41.03
