,Last Name,First Name,Position,State,County / Town,Vote,full name 1,name duplication,state-name duplication
1637,Weeks,John,,NH,"Lancaster, Northumberland, Stratford, Dartmouth, Piercy, Cockburn and Coleman.",yes,John Weeks,False,False
1638,Bartlett,Thomas,,NH,Nottingham,yes,Thomas Bartlett,False,False
1639,West,Benjamin,,NH,Charlestown,yes,Benjamin West,False,False
1640,Chadwick,Edmund,,NH,Deerfield,yes,Edmund Chadwick,False,False
1641,Shepherd,Oliver,,NH,Alstead,yes,Oliver Shepherd,False,False
1642,Runnels,Daniel,,NH,Londonberry,no,Daniel Runnels,False,False
1643,Clough,Jeremiah,,NH,Canterbury,no,Jeremiah Clough,False,False
1644,Chase,Thomas,,NH,Raymond and Poplin,no,Thomas Chase,False,False
1645,McMurphy,Archibald,,NH,Londonberry,no,Archibald McMurphy,False,False
1646,Smith,Jonathan,,NH,Loudon,no,Jonathan Smith,False,True
1647,Sleeper,Nehemiah,,NH,Hawke and Sandown,no,Nehemiah Sleeper,False,False
1648,Clough,Benjamin,,NH,South Hampton and East Kingston,no,Benjamin Clough,False,False
1649,Emery,Benjamin,,NH,Concord,no,Benjamin Emery,False,False
1650,Stone,Benjamin,,NH,Atkinson and Plaistow,no,Benjamin Stone,False,False
1651,Sias,Benjamin,,NH,Chichester and Pittsfield,no,Benjamin Sias,False,False
1652,Fifield,Stephen,,NH,Candia,no,Stephen Fifield,False,False
1653,Dow,Thomas,,NH,Salem,no,Thomas Dow,False,False
1654,Steward,Robert,,NH,Newton,no,Robert Steward,False,False
1655,Page,David,,NH,"Conway, Eaton, Burton, and Locations",no,David Page,False,False
1656,Parker,Abel,,NH,Jaffrey,no,Abel Parker,False,False
1657,Palmer,Barnabas,,NH,Rochester,no,Barnabas Palmer,False,False
1658,Kindrick,Daniel,,NH,Hollis,no,Daniel Kindrick,False,False
1659,Harvey,Solomon,,NH,Chesterfield,no,Solomon Harvey,False,False
1660,Harper,William,,NH,Sanbornton,no,William Harper,True,False
1661,Atherton,Joshua,,NH,Amherst,no,Joshua Atherton,False,False
1662,Thomas,Othniel,,NH,Rindge,no,Othniel Thomas,False,False
1663,Badger,Joseph,,NH,Gilmanton,no,Joseph Badger,False,False
1664,Barrett,Charles,,NH,New Ipswich,no,Charles Barrett,False,False
1665,Stone,Matthias,,NH,Claremont,no,Matthias Stone,False,False
1666,Hooper,William,,NH,Madbury,no,William Hooper,False,False
1667,Bixby,Daniel,,NH,Litchfield,no,Daniel Bixby,False,False
1668,Remmele,John,,NH,Newport and Croydon,no,John Remmele,False,False
1669,Austin,Nicholas,,NH,"Wakefield, Middleton and Effingham",no,Nicholas Austin,False,False
1670,Jones,Benjamin,,NH,Lyndeborough,no,Benjamin Jones,True,False
1671,Grout,Daniel,,NH,"Acworth, Lempster and Marlow",no,Daniel Grout,False,False
1672,Page,William,,NH,Goffstown,no,William Page,False,False
1673,Cragin,John,,NH,Temple and Peterborough Slip,no,John Cragin,False,False
1674,True,Moses,,NH,Wendall and Unity,no,Moses True,False,False
1675,Cummings,Ebenezer,,NH,Nottingham West,no,Ebenezer Cummings,False,False
1676,Cochran,John,,NH,New Boston,no,John Cochran,False,False
1677,Penniman,Thomas,,NH,Stoddard and Washington,no,Thomas Penniman,False,False
1678,Bixby,Thomas,,NH,Francestown,no,Thomas Bixby,False,False
1679,Dow,Jonathan,,NH,Weare,no,Jonathan Dow,False,False
1680,Tainter,Jedediah,,NH,Marlborough,no,Jedediah Tainter,False,False
1681,Hunt,William,,NH,Dunstable,no,William Hunt,False,False
1682,Green,Jacob,,NH,Dunbarton and Bow,no,Jacob Green,False,False
1683,Winch,Caleb,,NH,Fitzwilliam,no,Caleb Winch,False,False
1684,Taylor,Timothy,,NH,Merrimack,no,Timothy Taylor,False,False
1685,Bean,Nathaniel,,NH,"Fishersfield, Sutton and Warner",no,Nathaniel Bean,False,False
1686,Hutchins,Joseph,,NH,"Haverhill, Piermon, Warren and Coventry",no,Joseph Hutchins,False,False
1687,Dole,Stephen,,NH,Bedford,no,Stephen Dole,False,False
1688,Gaskill,Jonathan,,NH,Richmond,no,Jonathan Gaskill,False,False
1689,Hill,Reuben,,NH,Lee,did not vote,Reuben Hill,False,False
1690,Ladd,Nathaniel,,NH,Epping,did not vote,Nathaniel Ladd,False,False
1691,Dow,Evan,,NH,"Hancock, Antrim and Deering",did not vote,Evan Dow,False,False
1692,Evans,Uriel,,NH,Hinsdale,did not vote,Uriel Evans,False,False
1693,Smith,Ebenezer,,NH,Meredith and New Hampton,did not vote,Ebenezer Smith,False,False
1694,Smith,Jonathan,,NH,Surry and Gilsum,did not vote,Jonathan Smith,False,True
1695,Webster,Ebenezer,,NH,Salisbury,did not vote,Ebenezer Webster,False,False
