,Search Names,Search Name,Original Names,Original Occupations,# debtholders,count,6p_Total,6p_def_Total,3p_Total,Location,Family Size,Slavecount,Match Status,Match Reason,url,origin
67,"['David Plunkett', 'David Stewart']",David Plunkett,"['Stewart Plunkett', 'Stewart E Plunkett', 'Stewart and Plunkett']",[],2,1,1577.0,789.0,1668.0,Maryland,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Plunkett&name_x=ps_ps&residence=_maryland-usa_23&residence_x=1-0_1-0,Aggregated CD debt files
246,"['William Shiphen', 'William Shippen']",William Shiphen,"['William Shippen', 'William Shiphen']",[],2,1,1518.0,759.0,1019.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Shiphen&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
206,"['Moses Brown', 'Nicholas Brown']",Nicholas Brown,"['Moses Brown', 'Nicholas Brown']",['Extors to the Late Nicholas Brown Esq Deceased'],3,2,1487.0,8192.0,33510.0,"Providence, Providence, Rhode Island",13,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Brown&name_x=1_1&residence=_providence-providence-rhode island-usa_5531&residence_x=1-0_1-0,Aggregated CD debt files
170,"['Standish Forde', 'John Vanread']",Standish Forde,"['Standish Forrie', 'Standish Forde', 'Reed and Forde']","['Merchants', 'Merchant']",2,2,1485.0,793.0,445.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Standish_Forde&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
38,"['Stephen Van Rensselaer', 'Stephen Van Rensealear']",Stephen Van Rensealear,"['Stephen Van Renselear', 'Stephen Van Rensealear']",,2,1,1424.0,714.0,784.0,,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen Van_Rensealear&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
28,"['John Lawrence', 'John Laurence']",John Lawrence,"['John Lawrence', 'John Laurence']",,2,1,1364.0,684.0,2026.0,,,,No Match,Too Many Potential Matches Found (13),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Lawrence&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
242,"['William Elliott', 'William Elliot']",William Elliot,"['William Elliot', 'William Elliott']",[],2,1,1360.0,730.0,1215.0,Pennsylvania,,,No Match,Too Many Potential Matches Found (3),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Elliot&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
188,"['Lawrence Hertbert', 'Lawrence Herbert']",Lawrence Hertbert,"['Lawrence Herbert', 'Lawrence Hertbert']",[],2,3,1347.0,722.0,932.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lawrence_Hertbert&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
146,"['John  Harper', 'John Harner']",John Harner,"['John Harper', 'John Harner']","['Merchant', 'Bl. Smith']",2,1,1341.0,720.0,399.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Harner&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
18,"['Ann Gitson', 'Ann  Gibson']",Ann Gitson,"['Ann Gibson', 'Ann Gitson']",['Gent. w.'],2,1,1331.0,665.0,936.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ann_Gitson&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
61,"['Daniel Bordman', 'Elijah Boardman']",Elijah Boardman,['Daniel and Elijah Boardman'],['Traders'],3,6,1312.0,903.0,787.0,"New Milford, Litchfield, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elijah_Boardman&name_x=ps_ps&residence=_new+milford-litchfield-connecticut-usa_3273&residence_x=1-0_1-1,Aggregated CD debt files
26,"['James J Beckman', 'James J Buchman']",James J Beckman,"['James J Beckman', 'James J Buchman']",,2,1,1310.0,655.0,541.0,,,,No Match,Too Many Potential Matches Found (4),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James J_Beckman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
36,"['William Wheaton', 'Brown Benson Ives', 'Henry Sherbourne']",Brown Benson Ives,"['William Wheater', 'William Wheaten', 'Henry Sherburne transferred from the Register of the Treasury', 'William Wheaten Transferred from the Books of the Register of the Treasury by Warrant No 10099', 'Brown Benson and Ives transferred from the books in Massachusetts', 'Henry Sherburne']",[],3,1,1301.0,148.0,92.0,Rhode Island,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Brown+Benson_Ives&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
37,"['William Wheaton', 'Brown Benson Ives', 'Henry Sherbourne']",Henry Sherbourne,"['William Wheater', 'William Wheaten', 'Henry Sherburne transferred from the Register of the Treasury', 'William Wheaten Transferred from the Books of the Register of the Treasury by Warrant No 10099', 'Brown Benson and Ives transferred from the books in Massachusetts', 'Henry Sherburne']",[],3,1,1301.0,148.0,92.0,"Newport, Newport, Rhode Island",6,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Sherburne&name_x=s_s&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
38,"['Brown Brown', 'Freeborn Brown']",Freeborn Brown,"['Freebron Brown', 'Freeborn Brown']",[],2,2,1298.0,699.0,973.0,"Harford, Maryland",20,7.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Freeborn_Brown&name_x=1_1&residence=_Maryland-usa_23&residence_x=1-0_1-0,Aggregated CD debt files
133,"['Samuel Strawbridge', 'James Strawbridge', 'John McDowell', 'James Johnston']",Samuel Strawbridge,"['James Johnston John McDowell and James Strawbridge', 'James Johnston John McDowell and Samuel Strawbridge']",['Executors to Estate of Alexander Johnston Deceased'],4,1,1259.0,679.0,347.0,Pennsylvania,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Strawbridge&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
134,"['Samuel Strawbridge', 'James Strawbridge', 'John McDowell', 'James Johnston']",James Strawbridge,"['James Johnston John McDowell and James Strawbridge', 'James Johnston John McDowell and Samuel Strawbridge']",['Executors to Estate of Alexander Johnston Deceased'],4,1,1259.0,679.0,347.0,Pennsylvania,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Strawbridge&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
135,"['Samuel Strawbridge', 'James Strawbridge', 'John McDowell', 'James Johnston']",James Johnston,"['James Johnston John McDowell and James Strawbridge', 'James Johnston John McDowell and Samuel Strawbridge']",['Executors to Estate of Alexander Johnston Deceased'],4,1,1259.0,679.0,347.0,Pennsylvania,,,No Match,Too Many Potential Matches Found (20),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Johnston&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
34,"['P Dennis', 'Patrick Dennis']",P Dennis,"['P Dennis', 'Patric Dennis', 'Patrick Dennis']",,2,1,1231.0,616.0,1399.0,,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=P_Dennis&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
100,"['Samuel Vernon', 'Joseph A Richards', 'Henry Sherbourne']",Joseph A Richards,"['Samuel Vernon', 'Henry Sherburne Transferred from the Register of the Treasury', 'Joseph A Richards transfer from Register', 'Samuel Vernon transfer from register', 'Henry Sherburne']",[],3,1,1206.0,80.0,1201.0,Rhode Island,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph+A_Richards&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
101,"['Samuel Vernon', 'Joseph A Richards', 'Henry Sherbourne']",Henry Sherbourne,"['Samuel Vernon', 'Henry Sherburne Transferred from the Register of the Treasury', 'Joseph A Richards transfer from Register', 'Samuel Vernon transfer from register', 'Henry Sherburne']",[],3,1,1206.0,80.0,1201.0,"Newport, Newport, Rhode Island",6,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Sherburne&name_x=s_s&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
35,"['Philip Livingston', 'Philip H Livingston']",Philip Livingston,"['Philip Livingston', 'Philip H Livingston']",,2,1,1200.0,600.0,864.0,,,,No Match,Too Many Potential Matches Found (4),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Livingston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
240,"['William Wister', 'William  Wistar']",William Wister,"['William Wister', 'William Wistar']","['Merchant', 'Mercht']",2,2,1166.0,682.0,836.0, Philadelphia,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Wister&name_x=s_s&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
194,"['Mary Beeze', 'Mary  Beers']",Mary Beeze,"['Mary Beeze', 'Mary Beere']",['G. Woman'],2,1,1119.0,609.0,373.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Beeze&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
165,"['John Rathburn', 'John Rathbun']",John Rathbun,"['John Rathbun', 'John Rathburn']",['Trader'],2,1,1028.0,564.0,916.0,"Stonington, New London, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Rathbun&name_x=ps_ps&residence=_stonington-new+london-connecticut-usa_3399&residence_x=1-0_1-1,Aggregated CD debt files
213,"['Randolph B', 'Randolph Lattimore']",Randolph Lattimore,"['Randolph B Latimer', 'Randolph Brandt Latimer']",[],2,2,1027.0,612.0,1009.0,"Anne Arundel, Maryland",,,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Randolph+Brandt_Latimer&name_x=s_s&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=1-0_1-1,Aggregated CD debt files
89,"['Gatriel Heister', 'Gabriel Hiester']",Gatriel Heister,"['Gabriel Heister', 'Gatriel Heister', 'Gabriel Hiester']",[],2,1,994.0,547.0,288.0,"Reading Berks, Berks, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gatriel_Heister&name_x=ps_ps&residence=_berks-pennsylvania-usa_295&residence_x=1-0_1-1,Aggregated CD debt files
191,"['Lucy Orme', 'Lucy Orne']",Lucy Orne,"['Lucy Orne', 'Lucy Orme']",[],2,1,976.0,488.0,987.0,"Montgomery, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lucy_Orne&name_x=ps_ps&residence=_montgomery-maryland-usa_2081&residence_x=1-0_1-0,Aggregated CD debt files
220,"['Robert Mclauglin', 'Robert Laughlin']",Robert Mclauglin,"['Robert McLauglin', 'Robert McLaughlin']",[],2,1,954.0,527.0,276.0,"Chester, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Mclauglin&name_x=ps_ps&residence=_chester-pennsylvania-usa_583&residence_x=1-0_1-0,Aggregated CD debt files
185,"['Love Stone', 'Joseph Veasey']",Love Stone,"['Love Stone', 'Love Stone and Joseph Vesey']",['Administrators of Joseph Darrell'],2,1,947.0,2871.0,920.0,South Carolina,,,No Match,Too Many Potential Matches Found (5),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Love_Stone&name_x=1_1&residence=_South Carolina-usa_43&residence_x=1-0_1-0,Aggregated CD debt files
163,"['John Parker', 'John Parker As Gaurdian']",John Parker As Gaurdian,"['John Parker', 'John Parker as Guardian', 'John Parker as Gaurdian']",['Yeoman'],2,1,874.0,437.0,357.0,"Roxbury, Suffolk, Massachusetts",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John+Parker+As_Gaurdian&name_x=ps_ps&residence=_roxbury-suffolk-massachusetts-usa_4680&residence_x=1-0_1-1,Aggregated CD debt files
223,"['Samuel Harvard', 'Saml Havert']",Samuel Harvard,"['Samuel Havard', 'Samuel Harvard']",[],2,1,868.0,435.0,447.0,"Chester, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Harvard&name_x=ps_ps&residence=_chester-pennsylvania-usa_583&residence_x=1-0_1-0,Aggregated CD debt files
221,"['Samuel Smith', 'Sam Smith']",Sam Smith,"['Samuel Smith of Chatham', 'Samuel Smith', 'Sam Smith']",['Merchant'],2,1,845.0,422.0,1044.0,"Baltimore, Baltimore, Maryland",,,No Match,Too Many Potential Matches Found (5),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sam_Smith&name_x=s_s&residence=_baltimore-maryland-usa_223&residence_x=1-0_1-0,Aggregated CD debt files
12,"['Amos Shepard', 'Amos Shephard']",Amos Shepard,"['Amos Shephard', 'Amos Shepard']",['Farmer'],2,1,782.0,391.0,288.0,New Hampshire,,,No Match,Too Many Potential Matches Found (3),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Amos_Shepard&name_x=ps_ps&residence=_new+hampshire-usa_32&residence_x=1-0_1-0-a,Aggregated CD debt files
148,"['John Conter', 'John Contee']",John Conter,"['John Conter', 'John Contee']",[],2,1,773.0,436.0,708.0,"Prince George's, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Conter&name_x=ps_ps&residence=_prince+george+s-maryland-usa_2438&residence_x=1-0_1-0,Aggregated CD debt files
7,"['Alexander  Fullerton', 'William Honeyman']",William Honeyman,"['Alexander Fullerton', 'Alexander Fullerton and William Honeyman Deceased']","['Ex of William Honeyman', 'Shopkeeper']",2,1,764.0,382.0,241.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Honeyman&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
20,"['Philip Mark', 'Jacob Van Der Mark']",Philip Mark,['Jacob and Philip Mark'],,2,1,757.0,428.0,233.0,"New York City East Ward, New York, New York",6.0,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Mark&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
115,"['Jabez Bowen Journal', 'Jabez Bowen']",Jabez Bowen Journal,"['Jabez Bowen Journal', 'Jabez Bowen Transferred from Massachusetts', 'Jabez Bowen transferred from Massachusetts', 'Jabez Bowen']",[],2,1,750.0,376.0,315.0,Rhode Island,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jabez+Bowen_Journal&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
68,"['Rebecca  Wharton', 'Deborah Wharton']",Deborah Wharton,"['Rebecca and Deborah Wharton', 'Rebecca Wharton and Deborah Wharton']",['G. Woman'],2,1,732.0,367.0,548.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Deborah_Wharton&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
237,"['Timothy Larrabe', 'Timothy Larabee']",Timothy Larabee,"['Timothy Larabee', 'Timothy Larrabee']",['Attorney at Law'],2,1,732.0,367.0,180.0,"Windham, Windham, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Timothy_Larabee&name_x=ps_ps&residence=_windham-windham-connecticut-usa_3465&residence_x=1-0_1-1,Aggregated CD debt files
147,"['John  McCree', 'John Mccrea']",John Mccrea,"['John McCree', 'John McCrea']",['Broker'],2,1,730.0,414.0,370.0, Philadelphia,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Mccrea&name_x=s_s&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
97,"['Nicholas Cook', 'Hannah Cook']",Hannah Cook,['Nicholas and Hannah Cooke'],"['Admin to the Est of Nicholas Cooke Esq Deceased', 'Administrators to the Estate of Nicholas Cooke Esquire Deceased']",2,2,728.0,462.0,787.0,"Providence, Providence, Rhode Island",11,2.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hannah_Cooke&name_x=s_s&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
173,"['Mariamne Williams', 'Jonathan Williams']",Mariamne Williams,['Jonathan and Mariamne Williams'],[],2,1,728.0,364.0,264.0,Pennsylvania,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mariamne_Williams&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
27,"['Jeremiah Wadsworth', 'Barnabas Deane']",Barnabas Deane,"['Jeremiah Wadsworth', 'Barnabas Deane']",[],2,1,720.0,410.0,458.0,"Hartford, Hartford, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Barnabas_Deane&name_x=ps_ps&residence=_hartford-hartford-connecticut-usa_999&residence_x=1-0_1-1,Aggregated CD debt files
183,"['Joseph Innes Clark', 'Joseph Nightingale']",Joseph Innes Clark,"['Clark and Nightingale', 'Clark and Nightingale transferred to treasury']",['Providence'],2,3,692.0,109.0,463.0,Rhode Island,,,No Match,Too Many Potential Matches Found (6),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph+Innes_Clark&name_x=s_s&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
84,"['Ephraim Browning', 'Ephraim Browing']",Ephraim Browing,"['Ephraim Browning', 'Ephraim Browing']",['Yeoman'],2,1,664.0,381.0,489.0,"Charlestown, Washington, Rhode Island",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ephraim_Browing&name_x=ps_ps&residence=_charlestown-washington-rhode+island-usa_5543&residence_x=1-0_1-1,Aggregated CD debt files
228,"['Simon Van Artsdalen', 'Simon Vanorsdalen']",Simon Van Artsdalen,"['Simon VanArtsdalen', 'Simon Van Artsdalen']",[],2,1,659.0,330.0,250.0,Pennsylvania,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon+Van_Artsdalen&name_x=ps_ps&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
26,"['Randolph B', 'B Lattimore']",B Lattimore,"['Randolph B Latimer', 'Randloph B Latimer']",[],2,3,655.0,426.0,602.0,"Anne Arundel, Maryland",,,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Randloph+B_Latimer&name_x=s_s&residence=_annapolis-anne+arundel-maryland-usa_6128&residence_x=1-0_1-1,Aggregated CD debt files
10,"['Appha Loomis', 'Alpha Loomis']",Alpha Loomis,"['Alpha Lommis adminastrator and Co', 'Appha Loomis', 'Appha Loomis Adminastrator and Co', 'Alpha Lommis executor and Co', 'Appha Loomis Executor and Co']",['Executor to the Estate of Uriah Loomis is Deceased'],2,1,633.0,317.0,666.0,Connecticut,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alpha_Loomis&name_x=ps_ps&residence=_connecticut-usa_9&residence_x=1-0_1-0,Aggregated CD debt files
80,"['Elizabeth Chaplin', 'Elizabeth Champlin']",Elizabeth Chaplin,"['Elizabeth Champlin', 'Elizabeth Chaplin']",['Widow'],2,1,632.0,366.0,296.0,"Groton, New London, Connecticut",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elizabeth_Chaplin&name_x=ps_ps&residence=_groton-new+london-connecticut-usa_3370&residence_x=1-0_1-1,Aggregated CD debt files
104,"['William I Johnston', 'Horace Johnson', 'Nicholas Low']",Horace Johnson,"['Nicholas Low and Horace and S Johnson', 'Horace and Seth Johnson and Co', 'Nicholas Low']",['Merchants'],3,1,629.0,364.0,557.0,New York,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Horace_Johnson&name_x=ps_ps&residence=_New+York&residence_x=1-0_1-0,Aggregated CD debt files
105,"['William I Johnston', 'Horace Johnson', 'Nicholas Low']",Nicholas Low,"['Nicholas Low and Horace and S Johnson', 'Horace and Seth Johnson and Co', 'Nicholas Low']",['Merchants'],3,1,629.0,364.0,557.0,New York,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Low&name_x=ps_ps&residence=_New+York&residence_x=1-0_1-0,Aggregated CD debt files
226,"['Samuel John', 'Thomas Snowden']",Samuel John,['Samuel John and Thomas Snowden'],[],2,1,610.0,354.0,628.0,"Prince George's, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_John&name_x=ps_ps&residence=_prince+george+s-maryland-usa_2438&residence_x=1-0_1-0,Aggregated CD debt files
209,"['Robert Newell', 'Nathaniel Waterman']",Nathaniel Waterman,"['Nathan Waterman and Robert Newell', 'Nathan Waterman']",['Administrators to the Estate of John Demount Deceased'],2,2,581.0,339.0,191.0,"Johnstown, Providence, Rhode Island",2,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathan_Waterman&name_x=s_s&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
224,"['Samuel Athenton', 'Samuel Atherton']",Samuel Athenton,"['Samuel Atherton', 'Samuel Athenton']",['Yeoman'],2,1,505.0,301.0,449.0,"Attleborough, Bristol, Massachusetts",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Athenton&name_x=ps_ps&residence=_bristol-massachusetts-usa_373&residence_x=1-0_1-1,Aggregated CD debt files
219,"['Robert Cooke', 'Robert Crook']",Robert Cooke,"['Robert Cooke', 'Robert Crooke']",['Esquire'],2,1,485.0,292.0,0.0,"Newport, Newport, Rhode Island",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Cooke&name_x=ps_ps&residence=_newport-newport-rhode+island-usa_5500&residence_x=1-0_1-1,Aggregated CD debt files
56,"['Colonel Coln Francis  Johnston', 'Francis Johnson']",Francis Johnson,"['Thomas Mifflin and Francis Johnston David Lenax and Charles Smith', 'Thomas Mifflin and Co Ex', 'His Executor Thomas Mifflin Francis Johnston David Lenox Charles Smith Ex to Ex Lawrence Keene', 'Francis Johnson', 'Francis Johnston']",['Receiver Gen. of Land Office'],2,1,479.0,240.0,153.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Johnson&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
187,"['Justina Law', 'Justina Lenen']",Justina Law,"['Justina Law', 'Justina Lenen']",[],2,1,471.0,286.0,293.0,"Lancaster, Lancaster, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Justina_Law&name_x=ps_ps&residence=_lancaster-lancaster-pennsylvania-usa_14386&residence_x=1-0_1-1,Aggregated CD debt files
156,"['John Lansher', 'John Larcher']",John Lansher,"['John Larsher', 'John Lansher']",['Cordwainer'],2,1,465.0,282.0,176.0,"Providence, Providence, Rhode Island",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Lansher&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Aggregated CD debt files
127,"['James Boyd', 'Jonathan B Smith']",Jonathan B Smith,"['James Boyd', 'James Boyd and Jonathan B Smith']",[],2,2,463.0,233.0,158.0,Pennsylvania,,,No Match,Too Many Potential Matches Found (5),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan+B_Smith&name_x=s_s&residence=_pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
123,"['Jacob Walters', 'Jacob Walters S']",Jacob Walters S,"['Jacob Walters', 'Jacob Walter', 'Jacob Walters Excrs of Sebret Sollars']",[],2,1,439.0,268.0,136.0,"Baltimore, Maryland",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob+Walters_S&name_x=ps_ps&residence=_baltimore-maryland-usa_223&residence_x=1-0_1-0,Aggregated CD debt files
161,"['William Shearer', 'John McDowell']",John McDowell,"['William Sherer and McDowell', 'William Sherer and John McDowell', 'James Johnston John McDowell and James Strawbridge', 'James Johnston John McDowell and Samuel Strawbridge']",['Executors to John Mackey Deaceased'],2,1,435.0,218.0,183.0,Pennsylvania,,,No Match,Too Many Potential Matches Found (6),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_McDowell&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
17,"['Ann Brodean', 'Ann  Brodeau']",Ann Brodean,"['Ann Brodeau', 'Ann Brodean']",['Boardg School'],2,1,422.0,211.0,183.0,"Philadelphia, Philadelphia, Pennsylvania",,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ann_Brodean&name_x=ps_ps&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
